SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
344986,6428590,Active,currency 1,-570,0,824.0,,,0,135000.0,0.0,0.0,0.0,Credit card,-135,
269075,6468475,Active,currency 1,-282,0,3372.0,,,0,166500.0,159822.0,0.0,0.0,Credit card,-23,
178391,6364084,Active,currency 1,-242,0,125.0,,8903.43,0,206833.5,79502.67,0.0,0.0,Consumer credit,-29,20153.43
409539,5737578,Closed,currency 1,-582,0,-445.0,-445.0,0.0,0,38124.72,0.0,0.0,0.0,Consumer credit,-445,
365989,6610755,Active,currency 1,-163,0,1664.0,,0.0,0,1238850.0,,,0.0,Consumer credit,-37,38794.5
134199,6371746,Active,currency 1,-763,0,1063.0,,,0,144000.0,45301.5,0.0,0.0,Consumer credit,-29,
293427,5380835,Closed,currency 1,-2559,0,-2193.0,-2192.0,,0,225000.0,0.0,,0.0,Consumer credit,-2192,
258409,6136003,Closed,currency 1,-192,0,1634.0,-185.0,,0,3375000.0,0.0,,0.0,Car loan,-146,
190278,6378049,Active,currency 1,-6,0,10.0,,,0,13500.0,14310.0,0.0,0.0,Consumer credit,-2,
153377,5034032,Active,currency 1,-1402,0,738.0,,,0,216000.0,173592.0,0.0,0.0,Credit card,-4,
408540,5106810,Closed,currency 1,-346,0,-285.0,-329.0,0.0,0,27000.0,0.0,0.0,0.0,Consumer credit,-240,
286543,5446049,Closed,currency 1,-2799,0,-2403.0,-2766.0,0.0,0,76873.5,0.0,0.0,0.0,Consumer credit,-2766,
302896,5725644,Closed,currency 1,-2767,0,-2462.0,-2297.0,,0,23265.0,,,0.0,Consumer credit,-2297,
150240,6490456,Active,currency 1,-72,0,323.0,,0.0,0,48510.0,42673.5,0.0,0.0,Consumer credit,-6,
214108,6831970,Closed,currency 1,-584,0,-403.0,-564.0,,0,360000.0,0.0,,0.0,Consumer credit,-561,
208475,6069232,Closed,currency 1,-2492,0,-2127.0,-2127.0,2337.12,0,28282.5,0.0,0.0,0.0,Consumer credit,-2127,
316702,6786677,Active,currency 1,-1159,0,,,9306.0,0,1125000.0,219631.5,905364.495,0.0,Credit card,-5,112500.0
154805,5283471,Active,currency 1,-970,0,491.0,,,0,289440.0,137502.0,0.0,0.0,Consumer credit,-66,
187586,5806999,Active,currency 1,-187,0,-4.0,,0.0,0,16110.0,2965.5,0.0,0.0,Consumer credit,-25,
400882,6343741,Closed,currency 1,-1699,0,-1334.0,-1333.0,,0,151776.0,0.0,0.0,0.0,Consumer credit,-1333,0.0
333649,5377504,Closed,currency 1,-2019,0,-1934.0,-1934.0,,0,11335.5,0.0,0.0,0.0,Consumer credit,-1360,
217136,6527131,Active,currency 1,-1789,0,-1018.0,,,0,0.0,0.0,0.0,0.0,Credit card,-35,
435510,5952747,Closed,currency 1,-851,0,-486.0,-608.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-523,0.0
224810,6823569,Closed,currency 1,-2894,0,-2590.0,-2598.0,,0,135225.0,0.0,,0.0,Consumer credit,-1739,
451686,6361979,Active,currency 1,-702,0,,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-144,
397873,6458564,Active,currency 1,-861,0,792.0,,0.0,0,0.0,-83986.92,83986.92,0.0,Credit card,-679,
226208,5535622,Closed,currency 1,-1297,0,-54.0,-54.0,,0,0.0,0.0,,0.0,Credit card,-50,0.0
168415,5530614,Closed,currency 1,-2891,0,-2161.0,-2255.0,,0,112500.0,0.0,0.0,0.0,Credit card,-2236,
208485,5755640,Closed,currency 1,-1691,0,-1146.0,-950.0,,0,303750.0,,,0.0,Consumer credit,-947,
189526,6663128,Closed,currency 1,-1822,0,-1641.0,-1647.0,,0,132367.5,0.0,,0.0,Consumer credit,-1647,
414382,6359019,Closed,currency 1,-377,0,,-352.0,,0,90000.0,,,0.0,Credit card,-347,0.0
109502,6554868,Active,currency 1,-630,0,31175.0,,,0,90000.0,522.0,,0.0,Credit card,-386,
439069,6332643,Closed,currency 1,-2912,0,-2181.0,-2180.0,,0,239580.0,0.0,,0.0,Consumer credit,-2178,12204.0
104381,6085743,Active,currency 1,-965,0,15.0,,,0,0.0,0.0,0.0,0.0,Credit card,-2,
447036,6666402,Active,currency 1,-1636,0,1040.0,,0.0,2,1507500.0,0.0,1507500.0,0.0,Credit card,-9,
241352,6529557,Closed,currency 1,-1123,0,-31.0,-9.0,,0,225000.0,,,0.0,Consumer credit,-2,0.0
211182,5744009,Closed,currency 1,-1798,0,-1060.0,-1021.0,,0,135000.0,,,0.0,Credit card,-1020,16924.5
448817,6805121,Active,currency 1,-879,0,12615.0,,,0,855000.0,194584.5,0.0,0.0,Credit card,-32,0.0
271630,5071514,Closed,currency 1,-805,0,-136.0,-136.0,6199.785,0,100831.5,0.0,0.0,0.0,Consumer credit,-135,
125980,6498583,Closed,currency 1,-1778,0,-1597.0,-1575.0,3852.0,0,20556.0,0.0,0.0,0.0,Consumer credit,-1575,
298955,5664587,Closed,currency 1,-1324,0,-956.0,-951.0,,0,114930.0,0.0,0.0,0.0,Consumer credit,-695,
178514,6637514,Closed,currency 1,-2125,0,-1396.0,-1953.0,0.0,0,450000.0,,,0.0,Consumer credit,-1953,
379196,5947731,Closed,currency 1,-1155,0,-972.0,-944.0,,0,56520.0,0.0,0.0,0.0,Consumer credit,-943,
283385,6203570,Closed,currency 1,-841,0,-718.0,-718.0,,0,20880.0,0.0,0.0,0.0,Consumer credit,-708,
252676,5410090,Closed,currency 1,-418,0,-32.0,-32.0,,0,315000.0,0.0,,0.0,Credit card,-32,
186741,6680009,Closed,currency 1,-1370,0,-819.0,-819.0,,0,163062.0,0.0,,0.0,Consumer credit,-815,
432728,6095446,Closed,currency 1,-374,0,-190.0,-326.0,,0,90000.0,0.0,,0.0,Consumer credit,-318,0.0
185260,5202592,Active,currency 1,-448,0,99.0,,,0,180000.0,,,0.0,Consumer credit,-30,
136097,5757309,Closed,currency 1,-2543,0,-1507.0,-1507.0,,0,149580.0,0.0,,0.0,Consumer credit,-432,
262943,5230879,Closed,currency 1,-975,0,-791.0,-791.0,0.0,0,20695.5,0.0,0.0,0.0,Consumer credit,-790,
309323,5712176,Closed,currency 1,-1350,0,-254.0,-1197.0,0.0,0,450000.0,0.0,0.0,0.0,Consumer credit,-877,
152870,5111571,Active,currency 1,-1492,0,649.0,,,0,333000.0,360211.5,0.0,0.0,Credit card,-9,
142414,5912707,Closed,currency 1,-199,0,104.0,-171.0,0.0,0,54900.0,0.0,0.0,0.0,Consumer credit,-171,
214187,5069420,Active,currency 1,-205,0,160.0,,0.0,0,55618.56,32310.0,0.0,0.0,Consumer credit,-16,4634.865
201081,6303305,Active,currency 1,-29,0,,,0.0,0,225000.0,225000.0,0.0,0.0,Credit card,-10,27540.0
373991,6787161,Active,currency 1,-111,0,162.0,,,0,90000.0,91035.0,0.0,0.0,Credit card,-89,
446236,6173473,Active,currency 1,-491,0,610.0,,,0,27000.0,27868.5,0.0,0.0,Credit card,-21,
337551,6588418,Active,currency 1,-111,0,1.0,,,0,13500.0,17010.0,0.0,0.0,Consumer credit,-2,4320.0
191143,5561719,Closed,currency 1,-1015,0,811.0,-799.0,40419.0,0,1507500.0,,,0.0,Consumer credit,-799,
235817,6137548,Closed,currency 1,-1377,0,-1047.0,-1047.0,,0,66028.5,,,0.0,Consumer credit,-1047,16294.5
401309,5824930,Closed,currency 1,-389,0,-135.0,-135.0,0.0,0,122402.475,0.0,0.0,0.0,Consumer credit,-132,0.0
241596,5361272,Closed,currency 1,-2573,0,-2391.0,-2420.0,,0,46426.5,0.0,,0.0,Consumer credit,-1836,
375558,6379726,Closed,currency 1,-1486,0,-1182.0,-1057.0,,0,43897.5,0.0,0.0,0.0,Consumer credit,-1057,
194681,5486315,Active,currency 1,-1651,0,-1286.0,,,0,145395.0,4.5,,0.0,Consumer credit,-1022,
164329,6100122,Closed,currency 1,-946,0,-428.0,-456.0,,0,255322.8,0.0,,0.0,Consumer credit,-450,9670.5
251919,5678850,Active,currency 1,-275,0,,,0.0,0,229500.0,221715.0,7782.615,0.0,Credit card,-17,4500.0
417726,5377698,Closed,currency 1,-231,0,73.0,-50.0,0.0,0,69504.975,0.0,0.0,0.0,Consumer credit,-50,
170333,5647253,Closed,currency 1,-363,0,-256.0,-256.0,0.0,0,154314.18,0.0,0.0,0.0,Consumer credit,-256,
128989,6595940,Active,currency 1,-363,0,8.0,,0.0,0,142187.985,12266.055,0.0,0.0,Consumer credit,-8,
426947,5914222,Closed,currency 1,-2664,0,,-936.0,,0,765000.0,0.0,,0.0,Consumer credit,-863,
361985,5970700,Closed,currency 1,-1301,0,-1117.0,-1209.0,,0,44505.0,0.0,0.0,0.0,Consumer credit,-1208,27081.0
332383,5457606,Closed,currency 1,-1565,0,-1382.0,-1429.0,0.0,0,45000.0,0.0,0.0,0.0,Consumer credit,-1429,
195943,5447809,Active,currency 1,-2340,0,-1612.0,,,0,360000.0,,,0.0,Consumer credit,-1617,
147661,6481061,Active,currency 1,-596,0,1230.0,,,0,558000.0,435204.0,0.0,0.0,Consumer credit,-18,33750.0
137698,5419537,Closed,currency 1,-1131,0,-35.0,-533.0,,0,450000.0,0.0,,0.0,Credit card,-533,
152987,6068134,Closed,currency 1,-529,0,211.0,-215.0,,0,225000.0,,,0.0,Microloan,-214,
359040,6193643,Closed,currency 1,-118,0,-118.0,-118.0,,0,372604.5,0.0,,0.0,Credit card,-118,0.0
261474,5728751,Closed,currency 1,-498,0,-133.0,-133.0,0.0,0,96070.5,0.0,0.0,0.0,Consumer credit,-132,
232721,6007557,Closed,currency 1,-2394,0,-2182.0,-2301.0,,0,64541.79,0.0,,0.0,Consumer credit,-854,
150372,6348415,Active,currency 1,-1351,0,-250.0,,,0,270000.0,92623.5,0.0,0.0,Credit card,-22,
347861,5154767,Closed,currency 1,-1339,0,-1125.0,-1094.0,,0,29867.85,0.0,,0.0,Consumer credit,-770,
200389,5283525,Active,currency 1,-2319,0,-1768.0,,,0,168840.0,10192.5,,0.0,Consumer credit,-1801,
122597,6285660,Closed,currency 1,-1092,0,-784.0,-784.0,0.0,0,13212.0,,,0.0,Consumer credit,-777,
197236,5995551,Closed,currency 1,-2319,0,-2198.0,-2198.0,0.0,0,17325.0,0.0,0.0,0.0,Consumer credit,-1659,
135666,5712403,Closed,currency 1,-210,0,-29.0,-94.0,0.0,0,13805.37,0.0,0.0,0.0,Consumer credit,-89,
295044,5948060,Closed,currency 1,-2457,0,-2289.0,-1890.0,166.5,0,37539.0,,,0.0,Consumer credit,-1887,
108902,5877638,Closed,currency 1,-375,0,-283.0,-283.0,0.0,0,32136.48,0.0,0.0,0.0,Consumer credit,-281,
186150,5054033,Active,currency 1,-1669,0,158.0,,,0,204034.5,30006.0,0.0,0.0,Consumer credit,-13,19656.0
444123,6061600,Closed,currency 1,-724,0,-602.0,-602.0,0.0,0,40414.5,0.0,0.0,0.0,Consumer credit,-599,
402269,6542595,Active,currency 1,-788,0,2864.0,,,0,180000.0,10395.0,,0.0,Credit card,-30,20552.13
391315,5806060,Closed,currency 1,-2425,0,-2243.0,-2242.0,0.0,0,24894.0,,,0.0,Consumer credit,-2239,
285697,5489075,Active,currency 1,-443,0,1212.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-442,
164250,5078312,Closed,currency 1,-810,0,-463.0,-463.0,0.0,0,226130.67,0.0,0.0,0.0,Consumer credit,-463,
365145,6433857,Closed,currency 1,-226,0,-43.0,-71.0,,0,38735.55,0.0,,0.0,Consumer credit,-69,
423093,5801495,Active,currency 1,-383,0,,,,0,900000.0,497083.5,,0.0,Consumer credit,-6,
281622,6458858,Closed,currency 1,-2802,0,-2648.0,-2618.0,,0,20952.0,0.0,0.0,0.0,Consumer credit,-854,
244844,5952071,Active,currency 1,-187,0,364.0,,,0,274144.5,208044.0,0.0,0.0,Consumer credit,-32,
362861,5277466,Closed,currency 1,-986,0,-866.0,-866.0,0.0,0,46282.5,,,0.0,Consumer credit,-860,
360526,6574441,Closed,currency 1,-2499,0,-2134.0,-2195.0,,0,180000.0,0.0,0.0,0.0,Consumer credit,-2194,0.0
232538,6491094,Active,currency 1,-229,0,1029.0,,,0,67500.0,5611.5,0.0,0.0,Credit card,-44,
169902,5167392,Closed,currency 1,-1061,0,-787.0,-848.0,,0,67500.0,0.0,0.0,0.0,Consumer credit,-848,
349962,5826166,Closed,currency 1,-1232,0,-866.0,-868.0,,0,64800.0,0.0,0.0,0.0,Consumer credit,-868,
214822,5445796,Active,currency 1,-1241,0,,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-22,
346758,6090381,Closed,currency 1,-754,0,-690.0,-690.0,0.0,0,26940.24,0.0,0.0,0.0,Consumer credit,-684,0.0
330202,6760365,Closed,currency 1,-2445,0,-2355.0,-2355.0,0.0,0,17955.0,0.0,0.0,0.0,Consumer credit,-2355,
255814,5005907,Closed,currency 1,-2198,0,-1802.0,-1831.0,11295.0,0,110009.7,0.0,0.0,0.0,Consumer credit,-1831,
253871,5628114,Closed,currency 1,-1392,0,-873.0,-872.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-763,
451907,6302875,Closed,currency 1,-1891,0,-457.0,-1364.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-1351,3204.0
219505,5145073,Closed,currency 1,-1122,0,-361.0,-1091.0,0.0,0,135000.0,0.0,0.0,0.0,Consumer credit,-1091,
207744,6765924,Active,currency 1,-261,0,1565.0,,,0,490500.0,447993.0,0.0,0.0,Consumer credit,-9,12325.5
434980,6212235,Active,currency 1,-2282,0,-1196.0,,,0,102271.5,,,0.0,Credit card,-1739,6970.5
242356,6799256,Closed,currency 1,-1050,0,-320.0,-320.0,0.0,0,175500.0,0.0,0.0,0.0,Consumer credit,-320,
410265,5137219,Active,currency 1,-98,0,,,0.0,0,90000.0,3667.5,86328.495,0.0,Credit card,-32,
126551,6831413,Closed,currency 1,-723,0,1103.0,-83.0,,0,687150.0,0.0,0.0,0.0,Consumer credit,-48,
127490,5087124,Closed,currency 1,-1087,0,-905.0,-905.0,,0,176962.5,0.0,0.0,0.0,Consumer credit,-898,
110646,6085444,Closed,currency 1,-2055,0,-1832.0,-1832.0,,0,88069.5,0.0,,0.0,Consumer credit,-1831,0.0
121741,6561300,Closed,currency 1,-2351,0,-2137.0,-2257.0,0.0,0,24678.0,0.0,0.0,0.0,Consumer credit,-2257,
368267,5295016,Closed,currency 1,-2371,0,-2067.0,-2067.0,0.0,0,56295.0,0.0,0.0,0.0,Consumer credit,-2065,
273263,6420316,Closed,currency 1,-1457,0,-1368.0,-1366.0,,0,32382.0,0.0,,0.0,Consumer credit,-1261,0.0
216416,5951241,Active,currency 1,-672,0,53.0,,,0,226800.0,39645.0,0.0,0.0,Consumer credit,-28,14017.5
403891,5703183,Closed,currency 1,-2209,0,-1661.0,-1653.0,,0,57010.5,0.0,0.0,0.0,Consumer credit,-935,22497.57
228269,5505725,Closed,currency 1,-536,0,-480.0,-479.0,,0,13500.0,0.0,,0.0,Credit card,-477,
409032,6540400,Active,currency 1,-2379,0,-2014.0,,20078.46,0,117450.0,0.0,0.0,0.0,Consumer credit,-92,
298794,6671468,Active,currency 1,-1352,0,,,22310.685,0,180000.0,0.0,0.0,0.0,Credit card,-55,0.0
301445,5289550,Active,currency 1,-707,0,388.0,,,0,198000.0,105628.5,0.0,0.0,Consumer credit,-69,
282890,6011247,Closed,currency 1,-1319,0,531.0,-830.0,,0,585000.0,0.0,,0.0,Credit card,-7,
225376,5392023,Closed,currency 1,-1340,0,-949.0,-948.0,,0,59400.0,0.0,0.0,0.0,Credit card,-681,
419392,5648546,Active,currency 1,-874,0,252.0,,0.0,0,538097.22,23445.0,0.0,0.0,Consumer credit,-660,
250897,6625179,Active,currency 1,-73,0,292.0,,0.0,0,163209.375,141943.5,0.0,0.0,Consumer credit,-8,
130940,6673720,Closed,currency 1,-1201,0,-470.0,-1018.0,,0,67810.5,0.0,0.0,0.0,Consumer credit,-1018,
124928,5722810,Active,currency 1,-324,22,1502.0,,,0,450000.0,,,23098.5,Consumer credit,-22,
273286,5479733,Active,currency 1,-216,0,149.0,,,0,135409.5,,,0.0,Consumer credit,-5,
150423,5662120,Active,currency 1,-1104,0,4.0,,47295.0,0,1437165.0,44604.0,,0.0,Car loan,-25,
179821,5737928,Closed,currency 1,-445,0,-264.0,-323.0,0.0,0,39726.0,0.0,0.0,0.0,Consumer credit,-323,
335545,5037769,Closed,currency 1,-862,0,-347.0,-347.0,0.0,0,204092.91,0.0,0.0,0.0,Consumer credit,-347,
191081,5676292,Active,currency 1,-1403,0,423.0,,0.0,0,4500.0,0.0,0.0,0.0,Credit card,-612,
206156,6447731,Active,currency 1,-719,0,377.0,,0.0,0,2009745.0,638995.5,,0.0,Car loan,-15,65745.0
289751,5530606,Active,currency 1,-804,0,291.0,,,0,225000.0,85320.0,0.0,0.0,Consumer credit,-18,
276908,6445121,Closed,currency 1,-437,0,-124.0,-185.0,,0,0.0,0.0,0.0,0.0,Credit card,-130,
373610,6021745,Closed,currency 1,-63,0,,-49.0,,0,9000.0,0.0,,0.0,Consumer credit,-49,0.0
316919,6760461,Active,currency 1,-801,0,746.0,,0.0,0,4500.0,-4539.15,9039.15,0.0,Credit card,-680,
215956,6070873,Closed,currency 1,-1293,0,-197.0,-118.0,,0,675000.0,0.0,0.0,0.0,Consumer credit,-7,
135161,6762074,Active,currency 1,-1339,0,487.0,,0.0,0,1125000.0,,,0.0,Consumer credit,-31,
107677,6834181,Active,currency 1,-582,0,1188.0,,,0,0.0,0.0,0.0,0.0,Credit card,-19,
375695,5833899,Active,currency 1,-49,0,30935.0,,,0,232834.5,197739.0,0.0,0.0,Credit card,-15,0.0
333596,6365045,Active,currency 1,-236,0,679.0,,0.0,0,450000.0,365299.155,0.0,0.0,Consumer credit,-20,19296.0
433741,6600661,Closed,currency 1,-787,0,-299.0,-297.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-288,
257469,6650415,Closed,currency 1,-596,0,,-267.0,,0,225000.0,,,0.0,Credit card,-267,
197872,6546979,Closed,currency 1,-1260,0,-1027.0,-1026.0,,0,48190.5,0.0,0.0,0.0,Consumer credit,-957,0.0
334476,6692947,Closed,currency 1,-459,0,89.0,-337.0,,0,99900.0,0.0,0.0,0.0,Consumer credit,-336,28215.0
369648,6647276,Active,currency 1,-1194,0,66.0,,,0,288000.0,278293.5,0.0,0.0,Credit card,-183,
111224,6493829,Closed,currency 1,-426,0,-61.0,-150.0,,0,45000.0,0.0,0.0,0.0,Consumer credit,-145,
237382,5508546,Closed,currency 1,-1075,0,-892.0,-921.0,,0,26910.0,0.0,,0.0,Consumer credit,-714,
438900,5784708,Active,currency 1,-457,0,273.0,,,0,148959.0,65353.5,0.0,0.0,Consumer credit,-25,10881.0
110177,5111475,Closed,currency 1,-1336,0,-1122.0,-1150.0,,0,18194.94,0.0,,0.0,Consumer credit,-697,
402948,5739864,Closed,currency 1,-1438,0,-1164.0,-1185.0,,0,86940.0,0.0,,0.0,Consumer credit,-1160,
188560,6102348,Closed,currency 1,-953,0,-406.0,-525.0,,0,242550.0,0.0,0.0,0.0,Consumer credit,-519,
263601,5107365,Closed,currency 1,-277,0,-96.0,-183.0,,0,166500.0,0.0,0.0,0.0,Consumer credit,-23,
311773,5492390,Closed,currency 1,-2619,0,,-2442.0,,0,225000.0,,,0.0,Consumer credit,-2442,
169328,6594005,Closed,currency 1,-2071,0,-1889.0,-1220.0,,0,60750.0,,,0.0,Consumer credit,-1217,0.0
209704,5887192,Active,currency 1,-1616,0,562.0,,,0,225000.0,204165.0,0.0,0.0,Credit card,-20,
199664,5164150,Closed,currency 1,-2510,0,-1414.0,-2407.0,,0,675000.0,0.0,0.0,0.0,Consumer credit,-517,
310252,5468448,Closed,currency 1,-915,0,-734.0,-794.0,0.0,0,30060.0,0.0,0.0,0.0,Consumer credit,-794,
393657,5673986,Closed,currency 1,-2298,0,-1182.0,-1700.0,0.0,0,180000.0,0.0,0.0,0.0,Credit card,-1700,
316565,5921802,Closed,currency 1,-1575,0,-1210.0,-1482.0,,0,67500.0,0.0,0.0,0.0,Consumer credit,-1212,55062.0
164217,5808327,Closed,currency 1,-1665,0,-569.0,-568.0,,0,180000.0,0.0,0.0,0.0,Consumer credit,-87,
428527,6689321,Active,currency 1,-382,0,,,0.0,0,742500.0,171220.5,571278.51,0.0,Credit card,-10,
290010,5904805,Active,currency 1,-36,0,601.0,,0.0,0,736661.25,708837.66,0.0,0.0,Consumer credit,-4,
129225,6413394,Closed,currency 1,-1542,0,-1353.0,-1353.0,,0,88699.5,,,0.0,Consumer credit,-1353,
119634,5280890,Closed,currency 1,-1352,0,-1074.0,-1048.0,,0,66433.5,0.0,0.0,0.0,Consumer credit,-792,
445431,5308307,Closed,currency 1,-299,0,6.0,-176.0,0.0,0,106650.0,0.0,0.0,0.0,Consumer credit,-176,
159097,6123555,Active,currency 1,-821,0,553.0,,,0,157500.0,139851.0,0.0,0.0,Credit card,-66,0.0
174721,5945863,Closed,currency 1,-358,0,-237.0,-237.0,0.0,0,315000.0,0.0,0.0,0.0,Consumer credit,-236,
434302,6774261,Closed,currency 1,-2723,0,-2539.0,-2570.0,0.0,0,23580.0,0.0,0.0,0.0,Consumer credit,-2564,
273719,5814926,Closed,currency 1,-1209,0,-113.0,-110.0,,0,607500.0,0.0,0.0,0.0,Consumer credit,-101,0.0
369591,5623111,Closed,currency 1,-1214,0,-954.0,-954.0,,0,45000.0,16191.0,,0.0,Consumer credit,-954,
301609,6101353,Closed,currency 1,-851,0,-790.0,-790.0,0.0,0,33645.33,0.0,0.0,0.0,Consumer credit,-790,
314417,6456960,Closed,currency 1,-320,0,776.0,-289.0,0.0,0,450000.0,0.0,0.0,0.0,Consumer credit,-289,
324156,5814788,Closed,currency 1,-1198,0,-833.0,-833.0,5936.85,0,81157.5,0.0,0.0,0.0,Consumer credit,-833,
187003,6048460,Closed,currency 1,-1012,0,-163.0,-163.0,,0,900000.0,0.0,0.0,0.0,Consumer credit,-148,29385.0
419764,6744220,Closed,currency 1,-122,0,-108.0,-108.0,0.0,0,22500.0,0.0,0.0,0.0,Microloan,-38,0.0
454334,6530574,Closed,currency 1,-1115,0,-1070.0,-1070.0,,0,20272.5,0.0,,0.0,Consumer credit,-1065,0.0
430713,6245934,Closed,currency 1,-432,0,-340.0,-369.0,,0,32238.0,0.0,0.0,0.0,Consumer credit,-361,
445431,5308305,Closed,currency 1,-660,0,-295.0,-295.0,0.0,0,123647.76,0.0,0.0,0.0,Consumer credit,-289,
170116,5726975,Closed,currency 1,-2503,0,-1773.0,-1773.0,,0,270000.0,0.0,0.0,0.0,Consumer credit,-1772,0.0
431173,5773408,Active,currency 1,-677,0,562.0,,,0,157500.0,138132.0,0.0,0.0,Credit card,-69,
202371,5907588,Closed,currency 1,-2782,0,-2478.0,-2721.0,0.0,0,74250.0,0.0,0.0,0.0,Consumer credit,-2720,
357479,5639357,Closed,currency 1,-1243,0,-1090.0,-1118.0,,0,22963.5,0.0,,0.0,Consumer credit,-1118,
126716,6706805,Closed,currency 1,-2456,0,,-1276.0,0.0,0,0.0,0.0,0.0,0.0,Credit card,-1276,
189902,6399105,Closed,currency 1,-861,0,601.0,-526.0,0.0,0,933609.96,0.0,0.0,0.0,Consumer credit,-526,
216951,5883280,Active,currency 1,-910,0,387.0,,,0,90000.0,85230.0,0.0,0.0,Credit card,-179,
392153,5348138,Active,currency 1,-936,0,870.0,,,0,540000.0,80424.0,0.0,0.0,Consumer credit,-15,
388396,5342926,Closed,currency 1,-1298,0,-233.0,-233.0,,0,585000.0,,,0.0,Consumer credit,-231,
233418,6692033,Active,currency 1,-827,0,982.0,,,0,1350000.0,742500.0,0.0,0.0,Consumer credit,-13,16767.0
341737,6420539,Closed,currency 1,-1368,0,-671.0,-645.0,,0,132016.5,,,0.0,Consumer credit,-639,0.0
453615,6288718,Closed,currency 1,-2422,0,-2115.0,-2178.0,0.0,0,21293.73,0.0,0.0,0.0,Consumer credit,-2166,
141120,6710293,Closed,currency 1,-1323,0,-1200.0,-1290.0,,0,27601.92,0.0,,0.0,Consumer credit,-793,
232584,5975847,Closed,currency 1,-578,0,1262.0,-29.0,,0,0.0,0.0,,0.0,Credit card,-26,
322799,5208929,Active,currency 1,-477,0,1350.0,,,0,1102500.0,1456191.0,,0.0,Consumer credit,-9,
301559,6689071,Closed,currency 1,-1369,0,-1307.0,-1351.0,,0,4500.0,,,0.0,Consumer credit,-1351,
366431,6003030,Closed,currency 1,-2613,0,-2124.0,-1746.0,,0,33493.5,0.0,0.0,0.0,Consumer credit,-1736,
245156,6772125,Closed,currency 1,-1298,0,-923.0,-923.0,0.0,0,136368.0,,,0.0,Consumer credit,-918,
355910,5159752,Closed,currency 1,-1369,0,-1035.0,-1063.0,0.0,0,104271.3,0.0,0.0,0.0,Consumer credit,-1063,22500.0
190576,6323033,Active,currency 1,-466,0,630.0,,8952.615,0,503937.0,400288.5,0.0,0.0,Consumer credit,-10,
183116,5539259,Closed,currency 1,-1266,0,-930.0,-959.0,4095.0,0,36526.86,0.0,0.0,0.0,Consumer credit,-959,
406965,5922088,Active,currency 1,-192,0,175.0,,0.0,0,85629.06,54348.255,0.0,0.0,Consumer credit,-5,9319.5
223206,6738777,Closed,currency 1,-903,0,-173.0,-171.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-41,10381.5
173177,5781215,Closed,currency 1,-2841,0,-2476.0,-2476.0,0.0,0,98955.0,0.0,0.0,0.0,Consumer credit,-2476,
257216,6215122,Closed,currency 1,-1540,0,-391.0,-391.0,83.52,0,207236.835,0.0,0.0,0.0,Consumer credit,-391,
137829,5425461,Active,currency 1,-500,0,230.0,,,0,355500.0,0.0,0.0,0.0,Consumer credit,-126,
243384,6464842,Active,currency 1,-170,0,1656.0,,,0,639000.0,606670.2,,0.0,Consumer credit,-7,
112588,5531634,Active,currency 1,-233,0,132.0,,,0,116428.5,,,0.0,Consumer credit,-6,
163492,6610444,Active,currency 1,-1006,0,820.0,,,0,735750.0,430488.0,0.0,0.0,Consumer credit,-28,19251.0
167323,6333768,Active,currency 1,-335,0,1476.0,,0.0,0,1350000.0,1168173.0,0.0,0.0,Consumer credit,-13,33480.0
239585,5548310,Active,currency 1,-833,0,30946.0,,,0,65925.0,0.0,,0.0,Credit card,-12,6592.5
100504,5411124,Active,currency 1,-855,0,636.0,,0.0,0,280699.2,11115.0,0.0,0.0,Consumer credit,-672,
125355,5754785,Closed,currency 1,-2762,0,-2031.0,-2436.0,,0,157500.0,0.0,0.0,0.0,Consumer credit,-1357,
173977,6148745,Closed,currency 1,-805,0,-75.0,-532.0,,0,387000.0,0.0,0.0,0.0,Consumer credit,-519,
446727,5569675,Closed,currency 1,-331,0,-273.0,-245.0,,0,141570.0,,,0.0,Consumer credit,-236,
249014,6500207,Closed,currency 1,-1373,0,-1067.0,-1032.0,,0,190836.0,0.0,0.0,0.0,Consumer credit,-1032,
126849,6214963,Closed,currency 1,-2000,0,-174.0,-349.0,,0,0.0,0.0,,0.0,Credit card,-340,
447921,6323289,Active,currency 1,-754,0,1057.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-595,
434959,6331278,Closed,currency 1,-597,0,-353.0,-383.0,,0,78340.05,0.0,,0.0,Consumer credit,-380,
