SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
2501643,307242,Cash loans,,0.0,0.0,,,SUNDAY,13,Y,1,,,,XNA,Canceled,-558,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1908356,337476,Cash loans,,0.0,0.0,,,WEDNESDAY,14,Y,1,,,,XNA,Canceled,-232,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1428063,376248,Cash loans,,0.0,0.0,,,THURSDAY,18,Y,1,,,,XNA,Canceled,-345,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2716760,416164,Cash loans,7559.595,67500.0,71955.0,,67500.0,TUESDAY,14,Y,1,,,,XNA,Approved,-738,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),5,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-708.0,-378.0,-378.0,-369.0,1.0
2143946,353257,Revolving loans,,0.0,0.0,,,WEDNESDAY,18,Y,1,,,,XAP,Canceled,-271,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2801886,262028,Cash loans,8436.105,45000.0,46485.0,,45000.0,THURSDAY,6,Y,1,,,,XNA,Approved,-767,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),3,XNA,6.0,low_normal,Cash X-Sell: low,365243.0,-737.0,-587.0,-737.0,-729.0,1.0
1132090,365417,Consumer loans,2300.715,51073.875,51070.5,3.375,51073.875,WEDNESDAY,11,Y,1,7.196794482858051e-05,,,XAP,Approved,-819,XNA,XAP,,Repeater,Consumer Electronics,POS,XNA,Regional / Local,110,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-759.0,-69.0,-69.0,-66.0,0.0
2232445,137201,Cash loans,,0.0,0.0,,,FRIDAY,14,Y,1,,,,XNA,Canceled,-169,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1483265,331244,Revolving loans,,0.0,0.0,,,MONDAY,16,Y,1,,,,XAP,Canceled,-260,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2528474,442298,Cash loans,8791.38,76500.0,91215.0,,76500.0,TUESDAY,13,Y,1,,,,XNA,Approved,-231,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-201.0,129.0,-81.0,-79.0,1.0
1354320,335491,Cash loans,44701.515,450000.0,470790.0,,450000.0,TUESDAY,18,Y,1,,,,XNA,Approved,-389,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-359.0,-29.0,-29.0,-21.0,1.0
2407027,341266,Cash loans,15705.405,360000.0,439596.0,,360000.0,TUESDAY,10,Y,1,,,,XNA,Refused,-763,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,middle,Cash X-Sell: middle,,,,,,
2809884,421423,Consumer loans,18924.21,171882.0,171882.0,0.0,171882.0,MONDAY,14,Y,1,0.0,,,XAP,Approved,-1094,Cash through the bank,XAP,Unaccompanied,New,Furniture,POS,XNA,Country-wide,804,Furniture,10.0,low_normal,POS industry with interest,365243.0,-1063.0,-793.0,-823.0,-815.0,0.0
2338151,292736,Cash loans,,0.0,0.0,,,TUESDAY,15,Y,1,,,,XNA,Canceled,-14,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2724273,424971,Cash loans,16601.49,225000.0,247275.0,,225000.0,WEDNESDAY,15,Y,1,,,,Building a house or an annex,Refused,-206,Cash through the bank,SCOFR,Unaccompanied,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),20,XNA,18.0,low_normal,Cash Street: low,,,,,,
2760074,210621,Consumer loans,11913.165,99540.0,108301.5,0.0,99540.0,SATURDAY,6,Y,1,0.0,,,XAP,Approved,-407,XNA,XAP,,Refreshed,Computers,POS,XNA,Regional / Local,400,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-376.0,-106.0,-166.0,-161.0,0.0
2530645,220090,Revolving loans,,0.0,0.0,,,MONDAY,15,Y,1,,,,XAP,Canceled,-351,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1529328,179631,Cash loans,,0.0,0.0,,,MONDAY,13,Y,1,,,,XNA,Canceled,-296,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2779359,328667,Consumer loans,,65497.5,65497.5,0.0,65497.5,SATURDAY,15,Y,1,0.0,,,XAP,Unused offer,-98,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,74,Connectivity,,XNA,POS mobile with interest,,,,,,
2666762,227122,Revolving loans,,0.0,0.0,,,WEDNESDAY,15,Y,1,,,,XAP,Canceled,-3,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1175725,192736,Consumer loans,13838.49,121050.0,133834.5,0.0,121050.0,TUESDAY,12,Y,1,0.0,,,XAP,Approved,-453,Cash through the bank,XAP,,Repeater,Furniture,POS,XNA,Regional / Local,236,Furniture,12.0,middle,POS industry with interest,365243.0,-422.0,-92.0,-92.0,-84.0,0.0
1895727,294282,Consumer loans,10672.38,193500.0,154800.0,38700.0,193500.0,SATURDAY,12,Y,1,0.2178181818181818,,,XAP,Approved,-1721,Cash through the bank,XAP,Family,Repeater,Clothing and Accessories,POS,XNA,Stone,100,Consumer electronics,18.0,low_normal,POS household with interest,365243.0,-1690.0,-1180.0,-1180.0,-1174.0,0.0
2495082,267140,Consumer loans,3350.205,29205.0,28881.0,2925.0,29205.0,MONDAY,10,Y,1,0.1001569172197355,,,XAP,Approved,-2208,Cash through the bank,XAP,Family,Refreshed,Mobile,POS,XNA,Country-wide,24,Connectivity,12.0,high,POS mobile with interest,365243.0,-2177.0,-1847.0,-1847.0,-1845.0,0.0
2807782,397070,Consumer loans,30814.38,181260.0,163134.0,18126.0,181260.0,MONDAY,16,Y,1,0.1089090909090909,,,XAP,Approved,-214,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Regional / Local,50,Consumer electronics,6.0,middle,POS household with interest,365243.0,-183.0,-33.0,-63.0,-61.0,0.0
1502615,265689,Cash loans,26316.0,900000.0,900000.0,,900000.0,WEDNESDAY,8,Y,1,,,,Repairs,Refused,-1463,Cash through the bank,SCO,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low,,,,,,
1389134,118254,Consumer loans,4218.93,29214.0,31626.0,0.0,29214.0,SATURDAY,12,Y,1,0.0,,,XAP,Approved,-2921,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,18,Connectivity,10.0,high,POS mobile with interest,365243.0,-2890.0,-2620.0,-2620.0,-2612.0,1.0
2681911,367952,Consumer loans,5368.23,99886.5,116136.0,0.0,99886.5,TUESDAY,18,Y,1,0.0,,,XAP,Approved,-1556,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Country-wide,2000,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1525.0,-835.0,-835.0,-829.0,0.0
2144748,364964,Cash loans,38199.33,922500.0,1002870.0,,922500.0,SUNDAY,10,Y,1,,,,XNA,Approved,-224,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,AP+ (Cash loan),3,XNA,36.0,low_normal,Cash X-Sell: low,365243.0,-194.0,856.0,365243.0,365243.0,1.0
1710354,354269,Cash loans,65826.09,904500.0,943902.0,,904500.0,MONDAY,17,Y,1,,,,XNA,Approved,-205,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,low_normal,Cash X-Sell: low,365243.0,-175.0,335.0,365243.0,365243.0,1.0
1545784,426074,Cash loans,13072.185,90000.0,110146.5,,90000.0,MONDAY,9,Y,1,,,,Urgent needs,Refused,-578,Cash through the bank,LIMIT,"Spouse, partner",Repeater,XNA,Cash,walk-in,Country-wide,20,Connectivity,12.0,high,Cash Street: high,,,,,,
1176433,291952,Cash loans,52999.92,1129500.0,1260702.0,,1129500.0,SATURDAY,16,Y,1,,,,XNA,Approved,-629,XNA,XAP,,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,48.0,middle,Cash X-Sell: middle,,,,,,
1471715,284817,Cash loans,25110.36,211500.0,272349.0,,211500.0,FRIDAY,14,Y,1,,,,XNA,Approved,-859,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,high,Cash X-Sell: high,365243.0,-829.0,-319.0,-319.0,-311.0,1.0
1691109,233088,Consumer loans,18961.56,161356.5,155601.0,16137.0,161356.5,WEDNESDAY,13,Y,1,0.1023341368829263,,,XAP,Approved,-963,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Country-wide,3125,Consumer electronics,10.0,middle,POS household with interest,365243.0,-932.0,-662.0,-662.0,-658.0,0.0
2541215,378205,Cash loans,,0.0,0.0,,,MONDAY,17,Y,1,,,,XNA,Refused,-102,XNA,SCOFR,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2826651,347920,Cash loans,13692.825,112500.0,119925.0,0.0,112500.0,SATURDAY,9,Y,1,0.0,,,XNA,Approved,-1640,Cash through the bank,XAP,Children,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,365243.0,-1610.0,-1280.0,-1280.0,-1275.0,1.0
2154746,279119,Consumer loans,3749.265,26757.0,18634.5,9000.0,26757.0,SATURDAY,15,Y,1,0.3546949712069401,,,XAP,Approved,-2157,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Regional / Local,72,Connectivity,6.0,high,POS mobile with interest,365243.0,-2123.0,-1973.0,-1973.0,-1967.0,0.0
1135117,280115,Consumer loans,10857.96,71955.0,60601.5,14391.0,71955.0,WEDNESDAY,17,Y,1,0.2089956632026838,,,XAP,Approved,-380,Cash through the bank,XAP,,New,Computers,POS,XNA,Country-wide,90,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-349.0,-199.0,-229.0,-222.0,0.0
1402207,402549,Cash loans,,0.0,0.0,,,THURSDAY,12,Y,1,,,,XNA,Canceled,-418,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1391346,438596,Consumer loans,9504.9,99216.0,99216.0,0.0,99216.0,FRIDAY,17,Y,1,0.0,,,XAP,Approved,-2699,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,-1,Consumer electronics,16.0,high,POS household with interest,365243.0,-2668.0,-2218.0,-2278.0,-2270.0,0.0
1213789,332480,Consumer loans,7166.295,43470.0,35424.0,13500.0,43470.0,MONDAY,12,Y,1,0.3005217740317077,,,XAP,Approved,-1409,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,15,Connectivity,6.0,high,POS mobile with interest,365243.0,-1370.0,-1220.0,-1220.0,-1213.0,0.0
1422686,216815,Cash loans,35694.0,900000.0,900000.0,,900000.0,TUESDAY,15,Y,1,,,,XNA,Refused,-1200,Cash through the bank,LIMIT,Family,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),6,XNA,36.0,low_normal,Cash Street: low,,,,,,
1428592,119952,Cash loans,,0.0,0.0,,,WEDNESDAY,7,Y,1,,,,XNA,Canceled,-159,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Cash,,,,,,
1483697,246006,Cash loans,,0.0,0.0,,,MONDAY,13,Y,1,,,,XNA,Canceled,-431,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2805758,331950,Cash loans,41880.735,765000.0,830637.0,,765000.0,FRIDAY,6,Y,1,,,,XNA,Approved,-888,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30.0,middle,Cash X-Sell: middle,365243.0,-858.0,12.0,-650.0,-640.0,1.0
2055565,449235,Cash loans,11721.735,90000.0,108837.0,,90000.0,MONDAY,10,Y,1,,,,XNA,Approved,-968,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,0,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-938.0,-608.0,-908.0,-899.0,1.0
1067016,442101,Revolving loans,4500.0,90000.0,90000.0,,90000.0,WEDNESDAY,15,Y,1,,,,XAP,Refused,-461,XNA,HC,,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,,,,,,
1458072,431324,Cash loans,32699.745,1129500.0,1293502.5,,1129500.0,FRIDAY,14,Y,1,,,,XNA,Canceled,-290,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,60.0,low_action,Cash X-Sell: low,,,,,,
1378950,410005,Cash loans,,0.0,0.0,,,FRIDAY,14,Y,1,,,,XNA,Refused,-62,XNA,HC,,Repeater,XNA,XNA,XNA,Contact center,-1,XNA,,XNA,Cash,,,,,,
2220469,131758,Consumer loans,5960.79,28300.5,29700.0,0.0,28300.5,MONDAY,18,Y,1,0.0,,,XAP,Approved,-2703,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,43,Connectivity,6.0,high,POS mobile with interest,365243.0,-2672.0,-2522.0,-2522.0,-2515.0,1.0
1721078,325760,Cash loans,23833.575,225000.0,285682.5,0.0,225000.0,THURSDAY,15,Y,1,0.0,,,XNA,Approved,-1854,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,high,Cash X-Sell: high,365243.0,-1824.0,-1314.0,-1314.0,-1305.0,1.0
2131774,213708,Revolving loans,,0.0,0.0,,,WEDNESDAY,18,Y,1,,,,XAP,Canceled,-314,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2602022,404707,Revolving loans,22500.0,900000.0,900000.0,,900000.0,TUESDAY,7,N,0,,,,XAP,Refused,-175,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),6,XNA,0.0,XNA,Card X-Sell,,,,,,
1131931,200316,Consumer loans,4993.155,42520.5,42030.0,4275.0,42520.5,WEDNESDAY,6,Y,1,0.1005477515681596,,,XAP,Approved,-2157,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,12.0,high,POS mobile with interest,365243.0,-2126.0,-1796.0,-1796.0,-1782.0,0.0
1566258,214632,Cash loans,31223.295,157500.0,162697.5,,157500.0,SATURDAY,13,Y,1,,,,XNA,Approved,-844,Cash through the bank,XAP,Other_B,Repeater,XNA,Cash,x-sell,Country-wide,30,Connectivity,6.0,middle,Cash X-Sell: middle,365243.0,-814.0,-664.0,-664.0,-661.0,1.0
2242336,220945,Consumer loans,7034.265,120586.5,136138.5,0.0,120586.5,SATURDAY,13,Y,1,0.0,,,XAP,Approved,-707,Cash through the bank,XAP,Unaccompanied,Refreshed,Consumer Electronics,POS,XNA,Country-wide,1500,Consumer electronics,24.0,low_normal,POS household with interest,365243.0,-676.0,14.0,365243.0,365243.0,0.0
2778758,167728,Consumer loans,18108.315,130486.5,141250.5,0.0,130486.5,WEDNESDAY,13,Y,1,0.0,,,XAP,Approved,-1880,Cash through the bank,XAP,"Spouse, partner",Repeater,Computers,POS,XNA,Country-wide,2000,Consumer electronics,10.0,high,POS household with interest,365243.0,-1849.0,-1579.0,-1609.0,-1603.0,0.0
1864980,329510,Consumer loans,6108.885,61096.5,54985.5,6111.0,61096.5,SUNDAY,13,Y,1,0.1089331556710211,,,XAP,Approved,-2841,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Stone,674,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2810.0,-2540.0,-2540.0,-2533.0,0.0
2586287,218809,Consumer loans,5617.44,28656.0,27319.5,2866.5,28656.0,SATURDAY,11,Y,1,0.1034214235377026,,,XAP,Approved,-159,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Country-wide,212,Connectivity,6.0,high,POS mobile with interest,365243.0,-126.0,24.0,365243.0,365243.0,0.0
1673251,232006,Consumer loans,6812.64,40455.0,32364.0,8091.0,40455.0,SUNDAY,17,Y,1,0.2178181818181818,,,XAP,Approved,-1522,Cash through the bank,XAP,,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,20,Connectivity,5.0,low_normal,POS mobile without interest,365243.0,-1475.0,-1355.0,-1355.0,-1347.0,0.0
2037960,337681,Cash loans,13232.79,180000.0,215640.0,,180000.0,WEDNESDAY,16,Y,1,,,,XNA,Approved,-1058,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,high,Cash X-Sell: high,365243.0,-1028.0,22.0,-338.0,-333.0,1.0
2101321,235010,Cash loans,12178.125,90000.0,109156.5,,90000.0,FRIDAY,10,Y,1,,,,XNA,Approved,-1349,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,365243.0,-1319.0,-989.0,-989.0,-983.0,1.0
1475855,184958,Consumer loans,,118701.0,118701.0,0.0,118701.0,TUESDAY,14,Y,1,0.0,,,XAP,Unused offer,-377,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,30,Connectivity,,XNA,POS mobile with interest,,,,,,
2361748,188043,Consumer loans,6851.385,66550.5,66222.0,6655.5,66550.5,MONDAY,15,Y,1,0.099460664065789,,,XAP,Approved,-642,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,15,Connectivity,12.0,middle,POS mobile with interest,365243.0,-610.0,-280.0,-520.0,-517.0,0.0
1117993,392859,Cash loans,37593.99,630000.0,673245.0,,630000.0,SATURDAY,12,Y,1,,,,XNA,Refused,-482,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,low_normal,Cash X-Sell: low,,,,,,
1060135,105842,Revolving loans,2250.0,45000.0,45000.0,,45000.0,MONDAY,13,Y,1,,,,XAP,Refused,-319,XNA,SCOFR,Unaccompanied,Refreshed,XNA,Cards,walk-in,Country-wide,1000,Consumer electronics,0.0,XNA,Card Street,,,,,,
1896244,407459,Revolving loans,2250.0,45000.0,45000.0,,45000.0,SATURDAY,14,Y,1,,,,XAP,Approved,-255,XNA,XAP,Unaccompanied,Refreshed,XNA,Cards,walk-in,Country-wide,300,Consumer electronics,0.0,XNA,Card Street,-223.0,-183.0,365243.0,365243.0,365243.0,0.0
1106412,169050,Cash loans,12178.125,90000.0,109156.5,,90000.0,WEDNESDAY,11,Y,1,,,,XNA,Approved,-1331,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,365243.0,-1301.0,-971.0,-1031.0,-1025.0,1.0
2775937,308892,Consumer loans,2987.595,30100.5,25600.5,4500.0,30100.5,TUESDAY,15,Y,1,0.1628181954090162,,,XAP,Approved,-2662,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,46,Connectivity,12.0,low_normal,POS mobile with interest,365243.0,-2622.0,-2292.0,-2412.0,-2398.0,0.0
2505873,116955,Consumer loans,,141660.0,141660.0,0.0,141660.0,SUNDAY,19,Y,1,0.0,,,XAP,Unused offer,-921,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,50,Connectivity,,XNA,POS mobile with interest,,,,,,
1444290,295434,Cash loans,,0.0,0.0,,,MONDAY,9,Y,1,,,,XNA,Refused,-490,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2237507,338490,Cash loans,55873.35,450000.0,470790.0,,450000.0,MONDAY,14,Y,1,,,,XNA,Canceled,-301,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,12.0,high,Cash X-Sell: high,,,,,,
1250738,204765,Cash loans,,0.0,0.0,,,WEDNESDAY,11,Y,1,,,,XNA,Canceled,-244,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2722163,339891,Cash loans,24577.425,225000.0,239850.0,,225000.0,THURSDAY,6,Y,1,,,,XNA,Approved,-516,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-486.0,-156.0,-156.0,-150.0,1.0
1202272,243940,Consumer loans,5033.385,35149.5,38241.0,0.0,35149.5,SUNDAY,11,Y,1,0.0,,,XAP,Approved,-924,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Country-wide,359,Consumer electronics,10.0,high,POS household with interest,365243.0,-893.0,-623.0,-623.0,-615.0,0.0
2687682,396938,Consumer loans,4088.97,36243.0,44649.0,0.0,36243.0,SATURDAY,13,Y,1,0.0,,,XAP,Approved,-447,Cash through the bank,XAP,,Refreshed,Consumer Electronics,POS,XNA,Regional / Local,100,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-416.0,-86.0,-206.0,-201.0,0.0
2034526,237153,Consumer loans,10524.465,103945.5,114921.0,0.0,103945.5,TUESDAY,7,Y,1,0.0,,,XAP,Refused,-818,Cash through the bank,SCO,Unaccompanied,New,Consumer Electronics,POS,XNA,Regional / Local,100,Consumer electronics,12.0,low_action,POS household without interest,,,,,,
2140859,409494,Cash loans,17269.83,229500.0,248130.0,,229500.0,MONDAY,10,Y,1,,,,XNA,Approved,-422,Cash through the bank,XAP,Family,Refreshed,XNA,Cash,x-sell,AP+ (Cash loan),-1,XNA,18.0,low_normal,Cash X-Sell: low,365243.0,-392.0,118.0,-212.0,-206.0,1.0
2221509,412793,Cash loans,26327.7,360000.0,360000.0,0.0,360000.0,THURSDAY,17,Y,1,0.0,,,XNA,Approved,-2016,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high,365243.0,-1986.0,-1296.0,-1296.0,-1292.0,0.0
1785847,227574,Revolving loans,,0.0,0.0,,,SUNDAY,8,Y,1,,,,XAP,Canceled,-420,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1183402,450247,Consumer loans,11624.13,157855.5,112855.5,45000.0,157855.5,SUNDAY,19,Y,1,0.3104680604039193,,,XAP,Approved,-961,Cash through the bank,XAP,,New,Computers,POS,XNA,Regional / Local,15,Consumer electronics,12.0,middle,POS other with interest,365243.0,-928.0,-598.0,-628.0,-625.0,0.0
1849947,152289,Consumer loans,15574.635,144666.0,131166.0,13500.0,144666.0,SATURDAY,10,Y,1,0.101632223692694,,,XAP,Approved,-268,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,45,Connectivity,12.0,high,POS mobile with interest,365243.0,-234.0,96.0,365243.0,365243.0,0.0
1591184,175375,Consumer loans,5189.895,44995.5,28597.5,18000.0,44995.5,MONDAY,10,Y,1,0.4207014617444362,,,XAP,Approved,-219,Cash through the bank,XAP,Children,Refreshed,Audio/Video,POS,XNA,Country-wide,1000,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-189.0,-39.0,-159.0,-157.0,1.0
2160209,173037,Cash loans,21231.405,454500.0,654088.5,,454500.0,SATURDAY,8,Y,1,,,,XNA,Refused,-647,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
2005830,224969,Cash loans,,0.0,0.0,,,WEDNESDAY,11,Y,1,,,,XNA,Refused,-384,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2791467,158353,Consumer loans,7469.235,74700.0,67230.0,7470.0,74700.0,TUESDAY,10,Y,1,0.1089090909090909,,,XAP,Approved,-2869,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Stone,70,Furniture,10.0,low_normal,POS industry with interest,365243.0,-2837.0,-2567.0,-2597.0,-2591.0,0.0
2159001,244835,Consumer loans,10692.18,116752.5,116752.5,0.0,116752.5,SUNDAY,8,Y,1,0.0,,,XAP,Approved,-557,XNA,XAP,,Repeater,Audio/Video,POS,XNA,Country-wide,138,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-526.0,-196.0,-436.0,-431.0,0.0
2284098,274518,Cash loans,38034.36,1354500.0,1354500.0,,1354500.0,FRIDAY,17,Y,1,,,,XNA,Approved,-392,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,365243.0,-362.0,1408.0,-152.0,-145.0,0.0
2686730,379932,Cash loans,,0.0,0.0,,,SUNDAY,9,Y,1,,,,XNA,Canceled,-387,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2612832,272621,Consumer loans,16651.8,161550.0,175837.5,0.0,161550.0,THURSDAY,13,Y,1,0.0,,,XAP,Approved,-1944,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Country-wide,-1,Consumer electronics,12.0,low_normal,POS household without interest,365243.0,-1913.0,-1583.0,-1583.0,-1577.0,0.0
2805663,414496,Consumer loans,7790.445,79560.0,78691.5,7956.0,79560.0,SATURDAY,13,Y,1,0.1000006609853402,,,XAP,Approved,-2371,Cash through the bank,XAP,Unaccompanied,New,Furniture,POS,XNA,Stone,270,Furniture,12.0,middle,POS industry with interest,365243.0,-2339.0,-2009.0,-2009.0,-2006.0,1.0
2089992,315521,Cash loans,15270.3,135000.0,143910.0,,135000.0,THURSDAY,6,Y,1,,,,Repairs,Refused,-310,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,AP+ (Cash loan),3,XNA,12.0,middle,Cash Street: middle,,,,,,
