SK_ID_PREV,SK_ID_CURR,NUM_INSTALMENT_VERSION,NUM_INSTALMENT_NUMBER,DAYS_INSTALMENT,DAYS_ENTRY_PAYMENT,AMT_INSTALMENT,AMT_PAYMENT
1374823,283430,0.0,45,-1507.0,-1519.0,5625.0,5625.0
1745811,204099,0.0,21,-93.0,-93.0,77.355,77.355
2427785,382151,1.0,12,-771.0,-777.0,6734.34,6734.34
1390594,100896,1.0,28,-1773.0,-1772.0,8478.0,8478.0
2210862,422338,1.0,15,-991.0,-988.0,18161.685,2697.075
1078147,274794,0.0,94,-1333.0,-1333.0,900.0,900.0
1061250,401479,1.0,15,-504.0,-509.0,55973.295,55973.295
2177473,162111,1.0,24,-648.0,-647.0,11475.0,11475.0
2556631,307434,1.0,2,-1540.0,-1543.0,9209.025,9209.025
2064776,307081,1.0,8,-402.0,-403.0,30658.725,30658.725
2613156,246481,1.0,24,-560.0,-567.0,19093.635,19093.635
2299867,313913,2.0,9,-499.0,-507.0,47756.475,47756.475
1645543,328664,0.0,59,-1221.0,-1230.0,9000.0,9000.0
2831782,116062,0.0,50,-1762.0,-1765.0,9000.0,9000.0
1436223,340229,1.0,6,-554.0,-562.0,13267.44,13267.44
1472643,259682,0.0,8,-978.0,-978.0,6711.705,6711.705
1374670,181749,1.0,4,-2387.0,-2399.0,3031.425,3031.425
1960415,357677,1.0,4,-911.0,-936.0,5869.575,5869.575
1219983,202616,1.0,7,-1147.0,-1148.0,20289.42,20289.42
1311522,348951,1.0,2,-1408.0,-1441.0,34503.66,34503.66
1617650,245811,1.0,5,-1869.0,-1865.0,2936.16,2936.16
1655877,236819,1.0,5,-1393.0,-1392.0,7969.23,7969.23
1969177,328379,0.0,60,-1454.0,-1454.0,5554.26,5554.26
1471542,422868,1.0,6,-391.0,-402.0,15663.645,15663.645
2224265,280296,2.0,15,-483.0,-497.0,21266.28,21266.28
2552497,182104,1.0,7,-632.0,-631.0,10405.35,10405.35
2386609,227273,1.0,6,-821.0,-828.0,20229.84,20229.84
2165201,309997,1.0,27,-36.0,-40.0,5490.0,5490.0
1670723,162731,1.0,11,-990.0,-990.0,20378.16,20378.16
1498858,315010,1.0,5,-2250.0,-2255.0,8918.19,8918.19
2369533,261231,1.0,36,-5.0,-7.0,46005.21,46005.21
1375139,261215,0.0,15,-2780.0,-2767.0,4500.0,4500.0
2439282,392392,1.0,2,-221.0,-233.0,18010.71,18010.71
1856255,384232,2.0,12,-704.0,-706.0,26741.295,26741.295
2142903,416842,1.0,12,-353.0,-378.0,12276.63,12276.63
1096153,257262,1.0,11,-404.0,-403.0,5488.11,5488.11
1952187,154368,0.0,1,-137.0,-156.0,5700.6,5700.6
1158719,112804,1.0,3,-691.0,-725.0,5763.96,5763.96
1171541,451078,1.0,12,-181.0,-205.0,65097.0,1683.045
1125090,108678,1.0,3,-2462.0,-2480.0,10385.055,10385.055
2803285,137093,1.0,10,-1651.0,-1650.0,3795.48,3795.48
1050879,160633,1.0,12,-561.0,-581.0,11376.045,11376.045
1490104,176591,3.0,7,-303.0,-303.0,46606.545,46606.545
1419546,131605,1.0,8,-1619.0,-1623.0,9889.515,9889.515
1491107,333604,1.0,9,-1429.0,-1443.0,5240.565,5240.565
2110697,201090,1.0,6,-1078.0,-1070.0,6854.85,6848.1
1829857,452487,0.0,77,-701.0,-701.0,130.77,130.77
1412642,411969,1.0,8,-848.0,-854.0,13427.865,13427.865
1414870,453084,1.0,11,-1840.0,-1848.0,7174.35,7174.35
2287274,271540,1.0,3,-2774.0,-2837.0,2121.075,2121.075
2394946,140436,1.0,12,-1268.0,-1269.0,9430.02,9430.02
1105499,437420,1.0,7,-1341.0,-1352.0,13503.195,13503.195
2105844,338903,1.0,18,-1358.0,-1355.0,10974.645,6293.61
1051496,171489,1.0,6,-2104.0,-2114.0,1851.75,1851.75
2835758,342950,1.0,10,-2783.0,-2783.0,2289.15,2289.15
2028132,186333,0.0,81,-573.0,-573.0,202.05,202.05
1002612,369721,0.0,65,-751.0,-751.0,170.055,170.055
1258140,419337,1.0,1,-1245.0,-1251.0,13269.69,13269.69
2028332,219302,1.0,2,-688.0,-723.0,17290.575,17290.575
1710407,358704,0.0,25,-1355.0,-1355.0,251.505,251.505
2353116,317600,1.0,11,-1146.0,-1159.0,5658.975,5658.975
1311642,410418,0.0,15,-463.0,-463.0,982.62,982.62
1106075,403402,1.0,4,-265.0,-280.0,20317.725,20317.725
2751426,147290,1.0,6,-404.0,-423.0,20361.6,20361.6
2659469,284694,1.0,21,-2039.0,-2037.0,8478.0,8475.21
2477851,231420,1.0,1,-1273.0,-1303.0,16303.14,16303.14
2745408,194674,1.0,15,-158.0,-217.0,11080.575,11080.575
2132429,169721,1.0,6,-601.0,-621.0,10160.685,10160.685
2721111,378077,1.0,11,-1313.0,-1322.0,18987.255,18987.255
2775358,124480,3.0,4,-503.0,-514.0,27068.94,107931.06
1454481,124076,1.0,2,-639.0,-644.0,32160.6,32160.6
1318514,440203,0.0,20,-2500.0,-2500.0,1054.17,1054.17
1792339,267790,1.0,11,-251.0,-254.0,15221.25,15221.25
1417390,153141,0.0,66,-244.0,-244.0,376.02,376.02
1053197,161065,3.0,7,-754.0,-780.0,9480.78,9480.78
1451098,217563,1.0,11,-35.0,-43.0,12082.86,12082.86
1660678,303001,1.0,3,-986.0,-997.0,31396.41,31396.41
2629914,419576,0.0,44,-86.0,-86.0,1.665,1.665
1843441,245603,2.0,4,-338.0,-375.0,5956.92,5956.92
2049157,325100,1.0,4,-1792.0,-1802.0,13378.095,13378.095
2462939,428563,0.0,46,-796.0,-814.0,7853.445,7853.445
1919855,160038,1.0,4,-566.0,-565.0,36863.865,36863.865
1480647,451164,0.0,75,-460.0,-460.0,926.325,926.325
1926256,401993,0.0,59,-1813.0,-1813.0,1125.0,1125.0
1131711,266641,1.0,4,-836.0,-840.0,10172.205,10172.205
1787584,374406,1.0,13,-1008.0,-1020.0,16543.17,16543.17
1372996,214089,1.0,4,-1045.0,-1033.0,8900.685,7691.94
1751375,310740,0.0,1,-2257.0,-2257.0,112500.0,112500.0
1101215,360575,1.0,15,-29.0,-36.0,7439.085,7439.085
1718032,167256,1.0,2,-797.0,-817.0,26268.3,26268.3
1683184,198218,1.0,4,-178.0,-195.0,290358.0,290358.0
1687834,394958,0.0,75,-1768.0,-1793.0,10800.0,900.0
1493455,147764,1.0,16,-1335.0,-1373.0,5734.575,5734.575
1725695,424807,1.0,5,-1541.0,-1552.0,28563.39,28563.39
2295192,256503,1.0,8,-217.0,-226.0,13455.585,13455.585
2676178,401891,1.0,10,-249.0,-289.0,10300.95,1111.95
2672456,195406,2.0,9,-907.0,-920.0,24731.505,24731.505
2044305,303693,0.0,12,-1306.0,-1310.0,9450.0,9450.0
2028706,342292,1.0,14,-330.0,-332.0,12646.215,12646.215
2408863,150849,3.0,7,-61.0,-96.0,22234.59,22234.59
1276514,173914,1.0,1,-768.0,-782.0,19422.99,19422.99
1271571,178511,1.0,1,-1064.0,-1081.0,22654.575,22654.575
1602899,322586,0.0,84,-1619.0,-1631.0,6750.0,6750.0
1267449,170847,0.0,40,-1229.0,-1245.0,6750.0,6750.0
1541432,223789,1.0,10,-422.0,-430.0,3849.75,3849.75
2438946,439999,1.0,5,-891.0,-899.0,11252.16,11252.16
1782125,265478,0.0,67,-2040.0,-2040.0,1035.0,1035.0
1918858,390657,1.0,5,-1806.0,-1813.0,4727.025,4727.025
2540381,356792,0.0,6,-2002.0,-2010.0,9000.0,9000.0
2323122,182505,1.0,15,-2199.0,-2207.0,1188.585,1188.585
2547752,318269,1.0,9,-2269.0,-2271.0,7164.09,7164.09
1921521,116984,1.0,3,-1654.0,-1705.0,2950.785,2.43
1595742,378632,0.0,40,-2136.0,-2136.0,1564.29,1564.29
1310226,407934,1.0,10,-1958.0,-1957.0,26154.945,26154.945
1770907,309285,1.0,12,-455.0,-453.0,6989.31,6678.72
2104637,420355,1.0,17,-163.0,-173.0,20564.235,20564.235
1087399,280402,1.0,14,-1955.0,-1956.0,8610.12,8610.12
1467899,168057,1.0,9,-45.0,-45.0,25996.365,25996.365
1075537,314743,1.0,7,-1631.0,-1637.0,16978.905,16978.905
1845591,342524,1.0,9,-2730.0,-2750.0,2803.995,2803.995
2824543,297724,1.0,1,-645.0,-646.0,23836.815,23836.815
1775012,355696,0.0,39,-179.0,-181.0,13451.4,13451.4
2774136,249352,1.0,6,-2411.0,-2428.0,10776.285,10776.285
2595454,327696,0.0,79,-529.0,-529.0,7.155,7.155
2148274,244174,1.0,5,-1110.0,-1121.0,7081.335,7081.335
2076645,256079,0.0,39,-2088.0,-2088.0,344.34,344.34
1517561,231267,1.0,9,-516.0,-524.0,30422.565,30422.565
2774452,356771,0.0,8,-476.0,-476.0,29233.215,29233.215
2394067,279428,1.0,4,-1115.0,-1130.0,6880.95,6880.95
2310701,226409,1.0,4,-1040.0,-1042.0,37833.57,37833.57
1855430,317807,1.0,3,-894.0,-903.0,14725.08,14725.08
1424392,113859,0.0,98,-289.0,-289.0,1816.11,1816.11
1077931,391342,2.0,5,-444.0,-464.0,22810.545,22810.545
1419510,299466,1.0,5,-97.0,-114.0,33526.125,33526.125
2831139,172102,1.0,1,-657.0,-656.0,22048.56,22048.56
2730342,415966,1.0,1,-158.0,-166.0,35487.54,35487.54
2641067,136569,0.0,13,-203.0,-203.0,6052.725,6052.725
2080195,117720,1.0,3,-830.0,-848.0,18950.535,18950.535
2797788,308824,1.0,11,-189.0,-202.0,71031.78,71031.78
1570438,121189,0.0,29,-1891.0,-1903.0,9000.0,9000.0
1064721,318700,1.0,16,-147.0,-183.0,17256.78,7258.365
1287920,192954,1.0,6,-484.0,-484.0,12375.495,12375.495
2403545,119253,3.0,7,-148.0,-149.0,9922.05,9922.05
2834012,430177,0.0,18,-122.0,-122.0,285.57,285.57
1188332,349727,1.0,1,-277.0,-282.0,3544.965,3544.965
1176882,128688,0.0,15,-278.0,-288.0,6845.76,6845.76
2167158,252208,1.0,13,-350.0,-499.0,6346.26,6346.26
2396945,332484,2.0,11,-342.0,-348.0,500607.63,540000.0
2474930,320309,2.0,9,-1685.0,-1686.0,25967.88,25967.88
1045998,299521,1.0,2,-954.0,-984.0,30081.825,30081.825
1058017,221255,1.0,4,-717.0,-707.0,12801.24,12801.24
2226534,176258,1.0,27,-1637.0,-1640.0,10160.685,10160.685
1831337,125694,1.0,2,-362.0,-377.0,11680.965,11680.965
1764832,200702,1.0,5,-1323.0,-1336.0,10073.43,10073.43
2062946,113297,0.0,10,-117.0,-117.0,901.71,901.71
2536087,173306,0.0,81,-1369.0,-1369.0,205.425,205.425
2636437,298682,6.0,7,-445.0,-446.0,55271.25,85617.0
1787778,157141,3.0,102,-860.0,-851.0,1350.0,1350.0
1077603,287434,0.0,9,-91.0,-91.0,87750.0,87750.0
1728404,267922,1.0,5,-518.0,-528.0,10539.945,10539.945
2396366,180120,0.0,74,-923.0,-923.0,39.42,39.42
1435281,203014,1.0,1,-107.0,-126.0,4477.68,4477.68
1918938,445652,1.0,2,-843.0,-853.0,5838.075,5838.075
1062249,269564,0.0,14,-2549.0,-2561.0,6750.0,6750.0
1459787,431665,1.0,24,-117.0,-113.0,35620.38,9000.0
1213682,414798,1.0,1,-1931.0,-1936.0,3997.935,3997.935
2797548,305917,1.0,7,-1008.0,-1056.0,8216.82,8216.82
1039846,174340,1.0,4,-2567.0,-2560.0,11594.655,10934.685
1850185,320352,1.0,1,-581.0,-595.0,7022.475,7022.475
1336985,276711,1.0,9,-1339.0,-1346.0,6526.935,6526.935
1906402,146400,1.0,9,-1707.0,-1706.0,8921.475,8921.475
1618978,268322,1.0,20,-2228.0,-2253.0,12492.0,12492.0
2281228,240842,1.0,3,-2423.0,-2427.0,22252.725,22252.725
2643968,291246,1.0,8,-2229.0,-2248.0,3647.655,3647.655
2044455,340474,1.0,7,-1710.0,-1737.0,10708.56,10708.56
1679225,202603,0.0,45,-48.0,-50.0,7163.235,7163.235
1394672,287776,1.0,1,-2705.0,-2714.0,2420.415,2420.415
2450711,290827,1.0,20,-1129.0,-1151.0,5761.53,5761.53
2166365,117324,1.0,3,-1619.0,-1636.0,9026.64,9026.64
1289490,268326,2.0,9,-372.0,-346.0,26703.0,25129.53
2248713,235988,1.0,8,-762.0,-761.0,49219.74,49219.74
2756274,299778,1.0,3,-1521.0,-1533.0,17767.89,17767.89
1054908,160261,1.0,14,-809.0,-813.0,50031.0,50031.0
1336008,245904,1.0,22,-756.0,-759.0,30017.565,30017.565
1897556,179119,2.0,6,-274.0,-290.0,118268.415,118268.415
2280959,183545,0.0,18,-95.0,-98.0,10953.99,10953.99
2641908,194193,0.0,23,-2138.0,-2147.0,9000.0,9000.0
2787995,103208,0.0,24,-752.0,-760.0,4399.2,4399.2
2639754,270312,1.0,2,-802.0,-825.0,22753.17,22753.17
1277632,197277,1.0,11,-394.0,-392.0,10125.225,9862.92
2673544,400727,1.0,18,-127.0,-112.0,20261.385,20257.38
1799738,335248,1.0,9,-2154.0,-2154.0,7869.015,7869.015
1153149,416302,0.0,106,-353.0,-353.0,1070.055,1070.055
1054626,239214,0.0,9,-2661.0,-2661.0,6750.0,6750.0
2225995,190592,1.0,16,-657.0,-667.0,16423.65,16423.65
2094465,417368,1.0,1,-645.0,-659.0,4915.485,4915.485
2234929,163529,1.0,3,-999.0,-1000.0,51980.94,51980.94
1155557,101423,1.0,6,-2126.0,-2136.0,4963.455,4963.455
1431698,302743,0.0,70,-965.0,-965.0,619.335,619.335
1887145,418334,0.0,85,-200.0,-200.0,1.17,1.17
1078882,290394,1.0,10,-1192.0,-1213.0,5257.89,5257.89
1268826,166410,1.0,4,-144.0,-142.0,2914.965,2884.14
2138304,327983,1.0,3,-404.0,-415.0,5593.14,5593.14
2141489,146342,1.0,2,-182.0,-186.0,35418.42,35418.42
1384296,352942,1.0,19,-105.0,-106.0,8773.47,8773.47
1969000,322502,0.0,66,-258.0,-276.0,6750.0,6750.0
1664462,416464,1.0,1,-34.0,-64.0,5490.18,5490.18
2777003,387884,1.0,6,-189.0,-195.0,8518.005,8518.005
2210738,434735,1.0,4,-1002.0,-1003.0,13700.925,13700.925
1271644,436977,1.0,16,-269.0,-267.0,29526.795,14938.515
1620746,455236,1.0,21,-625.0,-662.0,14892.3,14892.3
2173492,340529,1.0,9,-1380.0,-1417.0,10752.48,10752.48
1190221,215986,1.0,3,-587.0,-597.0,11571.39,11571.39
2715916,314057,3.0,30,-79.0,-86.0,8935.02,8935.02
1513111,221353,1.0,5,-480.0,-512.0,6713.775,6713.775
2807925,449941,0.0,9,-477.0,-479.0,9383.715,9383.715
2475987,122407,0.0,83,-941.0,-941.0,225.0,225.0
1895590,325213,1.0,8,-315.0,-343.0,6166.71,6166.71
1432129,140131,1.0,3,-763.0,-775.0,4385.925,4385.925
1350813,370812,0.0,65,-1720.0,-1721.0,4500.0,4500.0
2700899,448376,1.0,2,-1039.0,-1087.0,13886.73,13886.73
2027207,378639,1.0,4,-630.0,-638.0,11759.805,11759.805
2505487,290856,0.0,3,-2849.0,-2864.0,4500.0,4500.0
2499510,207981,0.0,96,-1721.0,-1721.0,1800.0,1800.0
2248439,187199,0.0,43,-1735.0,-1735.0,3375.0,3375.0
2726194,207648,0.0,94,-203.0,-203.0,2382.255,2382.255
2448530,276036,0.0,42,-712.0,-712.0,6281.19,6281.19
2658937,200008,0.0,119,-428.0,-428.0,5890.815,5890.815
2001234,446139,2.0,5,-545.0,-551.0,4532.13,4532.13
1413532,297789,2.0,27,-88.0,-89.0,50838.75,50838.75
1448620,269506,2.0,4,-1450.0,-1453.0,6075.0,6075.0
1382460,242764,0.0,33,-2607.0,-2613.0,3375.0,3375.0
1768128,443669,1.0,3,-1294.0,-1309.0,20187.675,20187.675
1710956,418869,1.0,3,-2842.0,-2842.0,8049.69,8049.69
2647831,144240,1.0,13,-521.0,-530.0,9447.975,9447.975
2672735,117176,1.0,6,-492.0,-495.0,9936.0,9936.0
1525472,333890,1.0,16,-884.0,-870.0,6419.7,6409.395
1824747,339752,1.0,3,-2206.0,-2221.0,14723.64,14723.64
2595586,270490,1.0,13,-1145.0,-1154.0,12180.825,12180.825
2168470,328441,1.0,3,-1107.0,-1129.0,3997.305,3997.305
2822028,305533,2.0,4,-1190.0,-1202.0,14684.49,14684.49
1376960,161537,1.0,3,-2624.0,-2658.0,17130.06,17130.06
2244558,216572,1.0,12,-2249.0,-2260.0,15605.235,15605.235
2268118,340590,1.0,2,-2191.0,-2202.0,6770.115,6770.115
1221585,404328,1.0,4,-2356.0,-2370.0,8229.6,8229.6
1844929,189486,1.0,13,-394.0,-401.0,5633.415,5633.415
1537494,304607,1.0,8,-2170.0,-2184.0,3631.725,3631.725
2463200,368507,1.0,11,-1330.0,-1340.0,7824.555,7824.555
1951887,421140,0.0,11,-219.0,-231.0,3072.42,3072.42
1800723,454559,0.0,68,-2148.0,-2154.0,8100.0,8100.0
1678242,174876,1.0,11,-2471.0,-2476.0,4261.5,4261.5
1760482,295412,1.0,8,-1299.0,-1308.0,4154.445,4154.445
1382693,187915,1.0,1,-575.0,-604.0,6745.05,6745.05
1439146,216227,1.0,11,-774.0,-775.0,4793.175,4793.175
2428846,346818,2.0,16,-977.0,-982.0,10962.495,10962.495
1839783,217948,1.0,10,-832.0,-852.0,67105.575,174.825
1029544,147305,1.0,3,-1680.0,-1713.0,5462.1,5462.1
1712185,162767,1.0,1,-577.0,-581.0,8202.915,8202.915
2356264,150384,0.0,13,-810.0,-815.0,22545.36,22545.36
2766073,382797,3.0,20,-95.0,-125.0,19371.15,19371.15
2082559,253924,3.0,5,-515.0,-513.0,2856.96,2762.325
1444481,174450,0.0,97,-205.0,-205.0,172460.34,172460.34
1440730,320676,1.0,4,-2484.0,-2484.0,14843.52,14843.52
2578573,227119,0.0,18,-1022.0,-1022.0,45000.0,45000.0
2234689,392441,1.0,5,-2271.0,-2268.0,12209.895,9186.975
2148305,222517,0.0,96,-718.0,-714.0,12161.43,12161.43
1289661,373065,1.0,21,-229.0,-241.0,36292.5,36292.5
1683650,168281,1.0,5,-2566.0,-2566.0,4729.815,4729.815
2557038,320727,1.0,3,-469.0,-483.0,27449.82,27449.82
1054180,303722,1.0,3,-2467.0,-2467.0,4921.2,4921.2
2651411,438604,1.0,13,-648.0,-651.0,10579.68,10579.68
2087752,445581,0.0,19,-341.0,-358.0,11086.605,11086.605
2088453,183183,0.0,3,-1857.0,-1863.0,4725.0,4725.0
2080263,204037,1.0,1,-787.0,-798.0,5249.97,5249.97
2452844,132898,1.0,7,-936.0,-943.0,14497.605,14497.605
1622703,420887,1.0,39,-239.0,-241.0,10945.17,10945.17
1437574,278566,2.0,9,-2215.0,-2223.0,11159.955,11159.955
2572655,298403,0.0,104,-372.0,-372.0,1339.515,1339.515
2467526,145831,1.0,2,-298.0,-298.0,18692.1,18692.1
1927001,391829,1.0,10,-1031.0,-1030.0,26504.1,26504.1
1076849,141850,0.0,18,-2416.0,-2438.0,3375.0,3375.0
2717205,395693,0.0,67,-1231.0,-1231.0,124.245,124.245
1152293,351854,1.0,21,-263.0,-270.0,13765.5,13765.5
1926976,431886,1.0,3,-1163.0,-1173.0,13504.455,13504.455
2214468,379624,0.0,26,-1903.0,-1901.0,3375.0,3375.0
2050107,272480,0.0,58,-904.0,-913.0,4500.0,4500.0
2560402,342255,5.0,10,-27.0,-30.0,8011.935,8011.935
1681781,328061,0.0,38,-1942.0,-1958.0,6750.0,6750.0
1229962,142675,2.0,5,-547.0,-547.0,239744.97,239744.97
1484379,291559,1.0,6,-631.0,-643.0,9109.485,9109.485
1304991,427542,0.0,45,-1827.0,-1827.0,359.91,359.91
2833453,406007,4.0,3,-622.0,-624.0,34297.515,34297.515
2513790,277919,1.0,16,-94.0,-94.0,12428.235,12428.235
1779810,328867,1.0,9,-2005.0,-2087.0,6049.08,6049.08
1331664,180002,1.0,3,-888.0,-912.0,8647.38,8647.38
2385966,337125,1.0,2,-1338.0,-1357.0,10103.22,10103.22
2464791,415330,0.0,18,-101.0,-104.0,9135.27,9135.27
2299590,290856,1.0,4,-2758.0,-2758.0,1667.88,1667.88
2643138,298135,0.0,5,-786.0,-786.0,2437.83,2437.83
2086993,151198,0.0,77,-1338.0,-1338.0,4500.0,4500.0
1461249,301859,1.0,15,-119.0,-127.0,5784.795,5784.795
1388192,349825,1.0,7,-967.0,-981.0,2415.555,2415.555
1354962,273198,0.0,61,-1167.0,-1167.0,910.845,910.845
1255937,392401,0.0,19,-2149.0,-2149.0,2250.0,2250.0
1152989,434076,1.0,1,-197.0,-209.0,14292.045,14292.045
2681502,378800,1.0,1,-413.0,-431.0,5927.94,5927.94
2605072,126045,1.0,7,-1097.0,-1149.0,29389.5,29389.5
1705244,131874,2.0,2,-108.0,-113.0,223453.935,223453.935
2834255,137620,1.0,3,-1600.0,-1616.0,3361.68,3361.68
1351539,205503,1.0,18,-378.0,-380.0,18918.0,18918.0
2126867,104800,1.0,8,-343.0,-341.0,11205.54,10753.965
1517906,418984,1.0,9,-437.0,-443.0,17041.41,17041.41
1398171,381446,1.0,6,-2014.0,-2015.0,8861.265,8861.265
2011029,287537,0.0,27,-2155.0,-2168.0,3375.0,3375.0
2360907,199677,1.0,9,-422.0,-441.0,22119.705,22119.705
2491117,284994,0.0,74,-531.0,-531.0,27.945,27.945
1556675,195496,1.0,6,-953.0,-964.0,56507.58,56507.58
2444651,280556,1.0,15,-693.0,-696.0,38914.425,38914.425
2259430,362436,1.0,3,-485.0,-531.0,7280.415,7280.415
2708165,209704,3.0,17,-356.0,-361.0,29596.005,29596.005
1337829,291843,0.0,9,-274.0,-274.0,291870.0,291870.0
2551991,166963,1.0,11,-293.0,-325.0,7925.355,7925.355
2157504,443203,1.0,7,-1859.0,-1839.0,12061.08,1.08
2631820,262425,0.0,19,-2158.0,-2168.0,9000.0,9000.0
2636470,160121,0.0,45,-355.0,-351.0,2250.0,2250.0
2199035,447852,0.0,6,-962.0,-981.0,67.5,67.5
1682791,417301,1.0,11,-48.0,-55.0,28465.38,28465.38
1865850,184977,0.0,16,-561.0,-561.0,4805.325,4805.325
2063121,349279,1.0,18,-968.0,-967.0,5420.61,5420.61
2001050,223947,1.0,3,-1457.0,-1483.0,10980.36,10980.36
2738381,265640,1.0,6,-535.0,-563.0,8357.355,8357.355
1685302,141031,0.0,61,-2607.0,-2607.0,941.76,941.76
1555681,209407,1.0,3,-659.0,-688.0,6252.885,6252.885
2108158,274252,0.0,34,-2015.0,-2045.0,452.745,452.745
1822590,129413,1.0,1,-1034.0,-1039.0,55679.355,55679.355
2304423,171219,1.0,3,-1580.0,-1604.0,5565.51,5565.51
2765285,112283,1.0,2,-853.0,-895.0,4599.45,4599.45
1941051,418917,0.0,11,-272.0,-273.0,11367.855,11367.855
2589402,376424,0.0,36,-2123.0,-2128.0,5625.0,5625.0
1503555,443077,0.0,20,-39.0,-39.0,29403.0,29403.0
2416833,410141,1.0,1,-2902.0,-2902.0,5671.8,5671.8
2774531,429168,1.0,5,-863.0,-877.0,6523.65,6523.65
2372545,252470,1.0,8,-250.0,-251.0,44829.18,44829.18
2409487,270069,1.0,14,-813.0,-825.0,6354.45,6354.45
2270749,324373,0.0,61,-1751.0,-1770.0,67.5,27.495
2080805,196219,1.0,1,-1378.0,-1396.0,6434.01,6434.01
1692436,429915,0.0,54,-1258.0,-1285.0,5625.0,5625.0
1006234,441345,0.0,70,-1149.0,-1149.0,148.545,148.545
2437931,152563,1.0,4,-2063.0,-2119.0,4384.26,4384.26
2727714,174765,1.0,1,-2307.0,-2312.0,5438.7,2388.555
2817804,179287,0.0,23,-2185.0,-2190.0,3375.0,3375.0
1881852,350252,1.0,4,-516.0,-532.0,18472.41,18472.41
1522433,294527,1.0,8,-600.0,-600.0,7576.65,7576.65
1739191,238150,1.0,10,-59.0,-66.0,20876.805,20876.805
1484648,180102,1.0,8,-1502.0,-1505.0,10930.275,10930.275
1949116,274479,1.0,18,-421.0,-427.0,9912.375,9912.375
2832108,151065,1.0,8,-301.0,-313.0,7925.625,7925.625
1491322,218373,1.0,1,-140.0,-155.0,30559.095,30559.095
1487581,273202,1.0,4,-2373.0,-2442.0,15275.97,15275.97
1423285,309357,1.0,11,-2275.0,-2274.0,12069.0,12069.0
2648748,201679,1.0,12,-45.0,-53.0,16949.115,16949.115
1998981,382477,1.0,5,-118.0,-134.0,8166.825,8166.825
1438862,298791,1.0,7,-771.0,-782.0,8594.055,8594.055
1782154,119949,0.0,29,-794.0,-794.0,31500.0,31500.0
2643591,179233,1.0,7,-2335.0,-2314.0,13114.98,46.53
2360825,414802,1.0,12,-333.0,-336.0,24718.59,24718.59
2437487,162434,1.0,17,-807.0,-813.0,3467.88,3467.88
2366468,214106,0.0,4,-2092.0,-2103.0,2250.0,2250.0
1760642,174897,0.0,112,-195.0,-195.0,179.325,179.325
1281816,307132,0.0,25,-2835.0,-2845.0,4050.0,4050.0
2216016,404828,3.0,10,-295.0,-300.0,31837.815,31837.815
1570113,108484,1.0,7,-470.0,-492.0,11142.225,11142.225
2491177,297502,0.0,52,-750.0,-750.0,322.785,322.785
1750098,410851,1.0,6,-233.0,-242.0,13491.72,13491.72
2395337,321970,1.0,12,-564.0,-594.0,12527.685,12527.685
2801398,419970,0.0,77,-1385.0,-1385.0,87.435,87.435
1010876,421345,0.0,16,-79.0,-79.0,13950.0,13950.0
2321504,263590,1.0,7,-857.0,-867.0,8921.565,8921.565
1265413,423648,0.0,3,-640.0,-640.0,63000.0,63000.0
1485790,117024,2.0,5,-1581.0,-1610.0,7983.72,7983.72
2397467,128737,0.0,83,-1239.0,-1239.0,7596.675,7596.675
2384397,430229,1.0,1,-355.0,-367.0,21231.225,21231.225
2206422,283233,1.0,3,-121.0,-127.0,9476.955,9476.955
1143263,362857,1.0,6,-2394.0,-2434.0,1653.84,1653.84
2341051,295511,1.0,10,-349.0,-353.0,8775.36,8775.36
1730559,101285,1.0,10,-686.0,-691.0,8064.09,8064.09
1259207,401696,1.0,5,-2452.0,-2459.0,4048.875,4048.875
2506190,309156,0.0,19,-2161.0,-2161.0,9000.0,9000.0
1719801,342967,1.0,14,-34.0,-34.0,18033.21,18033.21
1517882,122945,1.0,1,-908.0,-925.0,16470.99,16470.99
2471987,367545,0.0,22,-573.0,-551.0,14733.54,333.54
2463737,422710,1.0,8,-2385.0,-2411.0,4682.925,4682.925
2696588,264531,0.0,74,-1194.0,-1194.0,114.615,114.615
1260765,265746,0.0,73,-1484.0,-1484.0,134.46,134.46
1473826,264689,1.0,2,-1425.0,-1428.0,20472.975,20472.975
2817162,362065,1.0,3,-2584.0,-2672.0,13934.61,13934.61
2373846,244406,1.0,10,-1856.0,-1847.0,4006.71,3865.905
1721587,430053,1.0,5,-927.0,-938.0,4990.095,4990.095
2785582,400317,1.0,5,-1035.0,-1051.0,18821.52,18821.52
1242577,413112,1.0,2,-969.0,-970.0,22328.325,22328.325
1979037,303755,1.0,1,-2298.0,-2319.0,5695.515,5695.515
1086989,425722,1.0,14,-528.0,-532.0,11752.02,11752.02
2248413,335978,0.0,85,-564.0,-564.0,2.475,2.475
1026799,160186,0.0,2,-198.0,-209.0,2250.0,2250.0
1155921,136809,1.0,21,-1692.0,-1790.0,24828.75,24828.75
2557245,144786,1.0,3,-2175.0,-2190.0,6853.32,6853.32
2765774,210553,1.0,4,-2486.0,-2479.0,6302.16,6302.16
1448684,101036,0.0,2,-605.0,-605.0,18996.525,18996.525
1517902,221732,1.0,6,-1659.0,-1719.0,31451.805,31451.805
2248315,325159,2.0,1,-54.0,-54.0,70460.145,70460.145
1068841,284686,0.0,106,-1358.0,-1358.0,7695.0,7695.0
1374481,201297,1.0,7,-1294.0,-1304.0,6154.56,6154.56
