SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
151702,0,Cash loans,F,Y,Y,1,225000.0,521280.0,31630.5,450000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.04622,-14118,-2258,-3514.0,-5070,7.0,1,1,0,1,0,0,Laborers,3.0,1,1,FRIDAY,11,0,0,0,0,1,1,Business Entity Type 2,0.4489672242995969,0.7763790532911207,0.6075573001388961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-347.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
413140,0,Cash loans,F,N,Y,0,112500.0,254700.0,14751.0,225000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.04622,-24706,365243,-12711.0,-4448,,1,0,0,1,0,0,,2.0,1,1,MONDAY,16,0,0,0,0,0,0,XNA,0.811483700569143,0.701254869736879,,0.0928,0.0959,0.9816,0.7484,0.0143,0.0,0.2069,0.1667,0.2083,0.0731,0.0756,0.0799,0.0,0.0,0.0945,0.0995,0.9816,0.7583,0.0144,0.0,0.2069,0.1667,0.2083,0.0748,0.0826,0.0833,0.0,0.0,0.0937,0.0959,0.9816,0.7518,0.0143,0.0,0.2069,0.1667,0.2083,0.0744,0.077,0.0814,0.0,0.0,reg oper account,block of flats,0.0629,Panel,No,2.0,0.0,2.0,0.0,-1710.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
117270,0,Cash loans,M,N,Y,1,144000.0,1256400.0,36733.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007114,-13921,-1261,-1296.0,-4395,,1,1,0,1,1,0,Laborers,3.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Construction,0.4308530792410578,0.1349345482677079,,0.0814,0.1011,0.9896,0.8572,0.0114,0.0,0.1379,0.1667,0.2083,0.0561,0.0664,0.0893,0.0,0.0015,0.083,0.1049,0.9896,0.8628,0.0115,0.0,0.1379,0.1667,0.2083,0.0574,0.0725,0.093,0.0,0.0016,0.0822,0.1011,0.9896,0.8591,0.0114,0.0,0.1379,0.1667,0.2083,0.0571,0.0676,0.0909,0.0,0.0015,reg oper spec account,block of flats,0.0767,Panel,No,0.0,0.0,0.0,0.0,-1461.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,4.0
333630,0,Cash loans,F,Y,Y,0,148500.0,518562.0,36220.5,463500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-13531,-1326,-5188.0,-66,13.0,1,1,0,1,0,0,,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,Other,0.4570889472797055,0.7685893290370623,0.6785676886853644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-3008.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
413567,1,Cash loans,M,N,N,0,270000.0,675000.0,34596.0,675000.0,Family,Working,Secondary / secondary special,Married,With parents,0.072508,-20292,-1885,-10994.0,-3395,,1,1,1,1,1,1,Drivers,2.0,1,1,FRIDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.5621377083913013,0.5483850947076451,0.0749592808990468,0.0711,0.0594,0.9737,0.6396,0.0717,0.0,0.1034,0.1667,0.2083,0.0,0.0496,0.0498,0.0386,0.0402,0.0725,0.0616,0.9737,0.6537,0.0723,0.0,0.1034,0.1667,0.2083,0.0,0.0542,0.0519,0.0389,0.0426,0.0718,0.0594,0.9737,0.6444,0.0721,0.0,0.1034,0.1667,0.2083,0.0,0.0504,0.0507,0.0388,0.0411,not specified,block of flats,0.0479,"Stone, brick",No,0.0,0.0,0.0,0.0,-1368.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
300660,0,Cash loans,F,N,Y,0,54450.0,49752.0,4977.0,45000.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-21038,365243,-12051.0,-2358,,1,0,0,1,0,0,,2.0,2,2,MONDAY,11,0,0,0,0,0,0,XNA,,0.6228880734546164,0.7180328113294772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1190.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
356109,1,Cash loans,F,N,Y,0,135000.0,835380.0,40320.0,675000.0,Other_A,Working,Secondary / secondary special,Civil marriage,House / apartment,0.025164,-12616,-454,-6660.0,-4174,,1,1,0,1,0,0,Sales staff,2.0,2,2,THURSDAY,9,0,0,0,0,0,0,Self-employed,,0.1636833462852664,0.5370699579791587,0.0495,0.0461,0.9742,0.6464,0.0042,0.0,0.1034,0.125,0.1667,0.011,0.0403,0.0405,0.0,0.0,0.0504,0.0478,0.9742,0.6602,0.0043,0.0,0.1034,0.125,0.1667,0.0112,0.0441,0.0422,0.0,0.0,0.05,0.0461,0.9742,0.6511,0.0042,0.0,0.1034,0.125,0.1667,0.0112,0.041,0.0412,0.0,0.0,reg oper account,block of flats,0.0341,Block,No,0.0,0.0,0.0,0.0,-370.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
161197,0,Cash loans,F,Y,Y,0,306000.0,945000.0,40167.0,945000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.026392,-21834,365243,-8750.0,-4788,3.0,1,0,0,1,0,0,,1.0,2,2,TUESDAY,13,0,0,0,0,0,0,XNA,,0.7253088242349571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1336.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0
346006,1,Cash loans,F,N,Y,1,112500.0,238981.5,13095.0,162000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0031219999999999,-13847,-1112,-591.0,-5621,,1,1,0,1,0,0,,3.0,3,3,SATURDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.3766686793385599,0.3409064264152384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-475.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
394044,0,Cash loans,F,N,Y,0,135000.0,1350000.0,37255.5,1350000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-20417,-1217,-1148.0,-3702,,1,1,1,1,1,0,Cleaning staff,2.0,2,2,THURSDAY,7,0,0,0,0,0,0,Housing,,0.161563135251071,0.7738956942145427,0.0722,0.0777,0.9811,0.7416,0.0552,0.0,0.1379,0.1667,0.2083,0.0175,0.0588,0.0584,0.0,0.016,0.0735,0.0806,0.9811,0.7517,0.0558,0.0,0.1379,0.1667,0.2083,0.0179,0.0643,0.0608,0.0,0.017,0.0729,0.0777,0.9811,0.7451,0.0556,0.0,0.1379,0.1667,0.2083,0.0178,0.0599,0.0594,0.0,0.0164,reg oper spec account,block of flats,0.0484,"Stone, brick",No,1.0,0.0,1.0,0.0,-1275.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
424308,0,Cash loans,M,N,Y,0,180000.0,379008.0,39928.5,360000.0,Family,Working,Secondary / secondary special,Married,Rented apartment,0.02461,-9960,-849,-386.0,-2628,,1,1,1,1,0,0,Drivers,2.0,2,2,SATURDAY,15,0,0,0,0,1,1,Industry: type 11,,0.5666757315023211,0.6479768603302221,0.1227,0.1437,0.9985,0.9796,0.0229,0.0,0.2069,0.1667,0.2083,0.03,0.1,0.1294,0.0,0.0,0.125,0.1492,0.9985,0.9804,0.0231,0.0,0.2069,0.1667,0.2083,0.0307,0.1093,0.1349,0.0,0.0,0.1239,0.1437,0.9985,0.9799,0.0231,0.0,0.2069,0.1667,0.2083,0.0305,0.1018,0.1318,0.0,0.0,,block of flats,0.1143,"Stone, brick",No,1.0,0.0,1.0,0.0,-1482.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
433900,0,Cash loans,F,N,N,0,135000.0,418500.0,29893.5,418500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.015221,-17148,-3245,-3335.0,-691,,1,1,0,1,1,0,Laborers,1.0,2,2,MONDAY,17,0,0,0,0,1,1,Business Entity Type 2,0.6186567683462092,0.7458237037357329,0.6109913280868294,0.1464,0.0701,0.9836,0.7756,0.0309,0.0,0.0345,0.1667,0.0417,,0.111,0.0546,0.0386,0.0388,0.1492,0.0727,0.9836,0.7844,0.0312,0.0,0.0345,0.1667,0.0417,,0.1212,0.0569,0.0389,0.0411,0.1478,0.0701,0.9836,0.7786,0.0311,0.0,0.0345,0.1667,0.0417,,0.1129,0.0556,0.0388,0.0396,reg oper spec account,block of flats,0.0514,"Stone, brick",No,3.0,1.0,3.0,0.0,-1864.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
451790,0,Cash loans,F,Y,Y,1,405000.0,500211.0,51385.5,463500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-11629,-3441,-4897.0,-2252,12.0,1,1,0,1,0,0,Realty agents,3.0,2,2,MONDAY,9,0,0,0,1,1,0,Self-employed,0.7341095578406025,0.306942917640721,0.4276573700350293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-453.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
386933,0,Revolving loans,F,N,Y,1,270000.0,810000.0,40500.0,810000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.004849,-17160,-4652,-7600.0,-686,,1,1,0,1,1,0,Cleaning staff,3.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Business Entity Type 2,,0.2701044391577792,0.133429254467317,0.1253,0.1168,0.9871,0.8232,0.0542,0.09,0.1552,0.2083,0.25,0.1241,0.1015,0.1148,0.0068,0.0079,0.063,0.086,0.9871,0.8301,0.0109,0.0,0.1034,0.1667,0.2083,0.0487,0.0551,0.0382,0.0117,0.0,0.0625,0.0837,0.9871,0.8256,0.0488,0.0,0.1034,0.1667,0.2083,0.1108,0.0513,0.0389,0.0078,0.0089,reg oper account,block of flats,0.3207,Panel,No,0.0,0.0,0.0,0.0,-1202.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
447362,0,Cash loans,F,N,Y,0,157500.0,1095111.0,58477.5,1035000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010643,-21266,-794,-12831.0,-4750,,1,1,0,1,0,0,,2.0,2,2,WEDNESDAY,18,0,0,0,0,0,0,Trade: type 3,,0.6482408952646136,0.5406544504453575,0.0825,0.0652,0.9776,,,0.0,0.1379,0.1667,,0.0716,,0.0711,,0.0,0.084,0.0677,0.9777,,,0.0,0.1379,0.1667,,0.0732,,0.0741,,0.0,0.0833,0.0652,0.9776,,,0.0,0.1379,0.1667,,0.0728,,0.0724,,0.0,,block of flats,0.0559,Panel,No,0.0,0.0,0.0,0.0,-413.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0
303239,0,Cash loans,F,N,N,0,72000.0,117162.0,11542.5,103500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.010276,-23671,365243,-11021.0,-4009,,1,0,0,1,0,0,,1.0,2,2,MONDAY,15,0,0,0,0,0,0,XNA,,0.4608517337795258,0.8327850252992314,0.0907,0.0864,0.9846,,,0.0,0.2069,0.1667,,,,0.0895,,,0.0924,0.0896,0.9846,,,0.0,0.2069,0.1667,,,,0.0932,,,0.0916,0.0864,0.9846,,,0.0,0.2069,0.1667,,,,0.0911,,,,block of flats,0.0773,Panel,No,4.0,0.0,4.0,0.0,-596.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
369102,0,Cash loans,F,N,Y,0,292500.0,868797.0,38398.5,702000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018634,-18488,-4099,-5574.0,-2027,,1,1,0,1,0,0,Sales staff,1.0,2,2,FRIDAY,9,0,0,0,0,0,0,Self-employed,,0.5383858124006656,0.7764098512142026,0.0082,0.0,0.9712,0.6056,0.0005,0.0,0.0345,0.0417,0.0833,0.0,0.0067,0.0077,0.0,0.0,0.0084,0.0,0.9712,0.621,0.0005,0.0,0.0345,0.0417,0.0833,0.0,0.0073,0.008,0.0,0.0,0.0083,0.0,0.9712,0.6109,0.0005,0.0,0.0345,0.0417,0.0833,0.0,0.0068,0.0078,0.0,0.0,reg oper account,block of flats,0.0063,"Stone, brick",No,0.0,0.0,0.0,0.0,-965.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
448576,0,Cash loans,F,N,Y,2,103500.0,238500.0,25173.0,238500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-12435,-391,-1007.0,-4873,,1,1,0,1,0,0,Sales staff,4.0,2,2,FRIDAY,11,0,0,0,0,0,0,Trade: type 7,0.6781125637819738,0.464205851005992,0.470456116119975,0.1175,0.0092,0.9985,0.9796,0.053,0.08,0.0345,0.625,0.6667,0.0459,0.0916,0.14,0.0193,0.0318,0.1197,0.0096,0.9985,0.9804,0.0535,0.0806,0.0345,0.625,0.6667,0.047,0.1001,0.1458,0.0195,0.0337,0.1187,0.0092,0.9985,0.9799,0.0534,0.08,0.0345,0.625,0.6667,0.0467,0.0932,0.1425,0.0194,0.0325,reg oper account,block of flats,0.1391,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
248884,1,Cash loans,F,Y,N,0,108000.0,630000.0,34308.0,630000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-15609,-255,-4889.0,-4889,0.0,1,1,0,1,0,0,Core staff,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,Trade: type 3,,0.6521302647594861,0.0932250953774744,0.1351,0.045,0.9747,,,0.04,0.0345,0.3333,,0.0865,,0.0683,,0.0,0.1376,0.0467,0.9747,,,0.0403,0.0345,0.3333,,0.0884,,0.0712,,0.0,0.1364,0.045,0.9747,,,0.04,0.0345,0.3333,,0.088,,0.0696,,0.0,,block of flats,0.0538,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
249309,0,Cash loans,F,N,Y,2,67500.0,325908.0,17811.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-12035,-4341,-688.0,-4167,,1,1,0,1,0,0,Sales staff,4.0,2,2,SATURDAY,9,0,0,0,0,1,1,Business Entity Type 3,0.4878000857874199,0.4259973990806353,,0.0804,0.0696,0.9896,0.8572,0.0413,0.08,0.0345,0.4583,,0.0351,0.0656,0.0759,0.0039,0.0277,0.0819,0.0722,0.9896,0.8628,0.0417,0.0806,0.0345,0.4583,,0.0359,0.0716,0.0791,0.0039,0.0294,0.0812,0.0696,0.9896,0.8591,0.0415,0.08,0.0345,0.4583,,0.0357,0.0667,0.0772,0.0039,0.0283,,block of flats,0.0883,"Stone, brick",No,0.0,0.0,0.0,0.0,-3223.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
155140,0,Cash loans,F,N,Y,0,630000.0,935640.0,91278.0,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.072508,-21982,365243,-5186.0,-4219,,1,0,0,1,1,0,,1.0,1,1,MONDAY,16,0,0,0,0,0,0,XNA,,0.6050563418391851,0.6161216908872079,0.2739,0.1196,0.9925,0.898,0.1257,0.32,0.1379,0.6667,0.7083,0.0058,0.1673,0.3005,0.0077,0.023,0.2048,0.0927,0.9926,0.902,0.1268,0.2417,0.1034,0.6667,0.7083,0.0,0.1827,0.2268,0.0078,0.0172,0.2092,0.0904,0.9925,0.8994,0.1265,0.24,0.1034,0.6667,0.7083,0.0,0.1702,0.2311,0.0078,0.0205,reg oper account,block of flats,0.1783,Panel,No,0.0,0.0,0.0,0.0,-1243.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
321547,0,Cash loans,M,Y,Y,1,315000.0,1191825.0,116235.0,1125000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.0096569999999999,-17268,-7509,-4749.0,-763,5.0,1,1,0,1,0,1,,3.0,2,2,TUESDAY,14,0,0,0,0,0,0,Business Entity Type 1,,0.8089264081681933,0.3233112448967859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-565.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
117636,0,Cash loans,M,Y,Y,0,60750.0,327024.0,11875.5,270000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-20472,365243,-2822.0,-4021,19.0,1,0,0,1,1,0,,2.0,2,2,THURSDAY,9,0,0,0,0,0,0,XNA,,0.5568134535223728,0.4206109640437848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
208180,0,Cash loans,F,N,Y,2,90000.0,909000.0,26707.5,909000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.00702,-12174,-335,-381.0,-3273,,1,1,0,1,0,0,,4.0,2,2,TUESDAY,14,0,0,0,0,0,0,School,,0.2186072767727359,0.4848514754962666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-143.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
301234,1,Cash loans,F,N,Y,0,81000.0,417024.0,21420.0,360000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0196889999999999,-23624,365243,-12808.0,-4194,,1,0,0,1,1,0,,1.0,2,2,TUESDAY,10,0,0,0,0,0,0,XNA,,0.4587388646829363,0.4740512892789932,0.0371,0.0385,0.9712,0.6056,0.0434,0.0,0.1034,0.125,0.1667,0.0356,0.0303,0.0488,0.0,0.0,0.0378,0.0399,0.9712,0.621,0.0438,0.0,0.1034,0.125,0.1667,0.0365,0.0331,0.0509,0.0,0.0,0.0375,0.0385,0.9712,0.6109,0.0437,0.0,0.1034,0.125,0.1667,0.0363,0.0308,0.0497,0.0,0.0,,block of flats,0.0384,"Stone, brick",No,0.0,0.0,0.0,0.0,-902.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
147002,0,Cash loans,F,N,Y,0,201600.0,679500.0,24201.0,679500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.032561,-13525,-853,-618.0,-848,,1,1,1,1,0,0,Cleaning staff,2.0,1,1,THURSDAY,18,0,0,0,0,0,0,Insurance,0.4170531221564791,0.6983377140657351,0.0346258509725303,,,0.9459,,,,,,,,,0.0977,,,,,0.9459,,,,,,,,,0.1018,,,,,0.9459,,,,,,,,,0.0994,,,,,0.1032,,No,0.0,0.0,0.0,0.0,-610.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
108039,0,Cash loans,F,N,Y,0,292500.0,254700.0,14350.5,225000.0,Family,Working,Secondary / secondary special,Widow,House / apartment,0.04622,-24191,-1621,-9671.0,-4231,,1,1,0,1,0,0,Sales staff,1.0,1,1,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.615840892460802,0.4668640059537032,0.1804,0.1832,0.9876,0.83,0.0261,0.12,0.1034,0.3333,0.375,,0.1471,0.1754,0.0116,0.0391,0.1838,0.1901,0.9876,0.8367,0.0264,0.1208,0.1034,0.3333,0.375,,0.1607,0.1828,0.0117,0.0414,0.1822,0.1832,0.9876,0.8323,0.0263,0.12,0.1034,0.3333,0.375,,0.1496,0.1786,0.0116,0.04,reg oper account,block of flats,0.1586,"Stone, brick",No,1.0,0.0,1.0,0.0,-1178.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
376718,0,Cash loans,F,Y,Y,0,135000.0,1024290.0,29947.5,855000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0228,-15650,-2196,-3547.0,-3910,1.0,1,1,0,1,0,0,Laborers,1.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.4243085730816764,0.3092753558842053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1674.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
243793,0,Cash loans,F,N,Y,0,40500.0,225000.0,8815.5,225000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-17888,365243,-58.0,-306,,1,0,0,1,0,0,,2.0,2,2,MONDAY,13,0,0,0,0,0,0,XNA,,0.3526256656653526,0.3876253444214701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,15.0,0.0,-131.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
287022,0,Cash loans,F,N,Y,2,112500.0,724500.0,21312.0,724500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.0196889999999999,-15116,-164,-1339.0,-4111,,1,1,1,1,1,0,Managers,4.0,2,2,FRIDAY,16,0,0,0,0,1,1,Government,0.4953953542467615,0.6385177245222028,0.4365064990977374,,,0.9811,,,,,,,,,0.0118,,,,,0.9811,,,,,,,,,0.0123,,,,,0.9811,,,,,,,,,0.012,,,,,0.0143,,No,8.0,1.0,8.0,1.0,-3059.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
207320,0,Cash loans,M,N,N,0,180000.0,450000.0,20979.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Rented apartment,0.010006,-15711,-1234,-151.0,-2888,,1,1,0,1,1,0,,2.0,2,2,THURSDAY,7,0,0,0,0,0,0,Business Entity Type 3,0.5134334336338218,0.5859116859484418,0.5046813193144684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-262.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
